Nombre de pieces;Nombre de chambres;Ascenseur;Cave;Gardien;prix;superficie;arrondissement
4.0;3;1;1;1;750000.0;73.9;0.020369
1.0;1;1;1;1;290000.0;40.0;0.052894
3.0;2;0;1;0;630000.0;59.0;0.020369
2.0;1;0;0;0;189900.0;22.0;0.019963
2.0;1;0;1;0;199000.0;25.8;-0.011981
3.0;2;1;1;1;555000.0;58.7;-0.001544
3.0;2;1;1;0;683000.0;74.0;-0.00142
4.0;2;1;1;0;815000.0;84.0;0.196009
4.0;3;1;1;1;1075000.0;124.0;0.014442
3.0;2;1;1;0;895000.0;70.0;0.048162
1.0;1;1;0;1;132000.0;10.0;-0.00142
3.0;2;1;0;1;895000.0;63.0;0.052894
2.0;1;1;0;1;313000.0;32.0;0.052894
2.0;2;0;0;0;99000.0;-1.0;0.053731
3.0;2;0;1;0;293000.0;50.0;-0.011981
3.0;2;1;0;0;1595000.0;107.0;0.030025
2.0;1;1;1;0;370000.0;36.1;-0.011981
4.0;3;1;1;0;799000.0;80.0;-0.011981
3.0;2;1;1;0;810000.0;67.8;0.053731
3.0;1;1;1;1;525000.0;63.5;-0.011981
2.0;1;1;1;0;355000.0;35.5;0.020369
2.0;1;0;1;0;299000.0;27.0;0.053731
1.0;1;0;0;0;109000.0;9.6;-0.009978
1.0;1;0;0;1;350000.0;38.0;0.052894
2.0;1;0;0;0;375000.0;39.0;0.012957
4.0;2;1;0;0;1144000.0;85.0;0.081818
4.0;3;1;0;0;1400000.0;88.0;0.05245
4.0;3;1;1;1;1071200.0;123.0;0.196009
3.0;2;1;0;0;595000.0;64.0;0.052894
1.0;1;1;0;0;425000.0;26.0;0.081818
3.0;2;1;1;0;775000.0;70.0;0.020369
1.0;1;0;1;0;188000.0;22.0;-0.011981
2.0;1;0;0;1;335000.0;42.0;-0.00142
5.0;3;0;1;1;750000.0;90.0;-0.00142
3.0;2;1;1;1;675000.0;67.0;0.052894
3.0;2;1;1;0;2075000.0;87.0;0.11758
4.0;2;1;0;0;695000.0;76.2;0.023671
4.0;3;0;0;1;1198000.0;76.0;0.081818
2.0;1;1;0;1;375000.0;49.0;-0.009978
4.0;3;1;1;0;995000.0;150.0;0.053731
2.0;1;0;1;0;299600.0;26.5;0.020369
5.0;3;1;1;1;870000.0;101.4;-0.001544
3.0;2;1;1;1;569000.0;69.2;0.019963
1.0;1;1;1;0;310000.0;26.0;0.053731
4.0;3;1;1;1;884000.0;100.0;0.196009
2.0;1;1;1;0;488000.0;49.0;-0.00142
2.0;1;1;1;0;890000.0;44.0;0.181532
2.0;1;1;1;0;417000.0;52.0;-0.011981
2.0;1;1;0;1;630000.0;55.7;0.052894
3.0;2;1;1;1;639000.0;62.0;0.196009
2.0;1;1;1;1;639000.0;62.0;0.196009
3.0;2;1;1;1;930000.0;92.0;0.196009
2.0;1;1;0;1;355000.0;50.0;-0.011981
1.0;1;0;0;0;145000.0;14.0;-0.009978
2.0;1;0;1;0;570000.0;54.6;0.020369
1.0;1;0;0;0;249000.0;18.7;0.081818
2.0;1;0;0;0;245000.0;22.0;0.053731
4.0;2;1;0;0;954000.0;93.0;-0.001544
1.0;1;1;0;0;235000.0;20.0;-0.00142
1.0;1;1;1;1;258000.0;29.3;-0.00142
2.0;1;0;1;0;283000.0;30.0;-0.00142
2.0;1;1;0;0;780000.0;42.0;0.05245
2.0;1;0;0;0;409000.0;41.0;0.012957
3.0;2;1;0;1;595000.0;101.0;-0.00142
4.0;2;1;1;0;1200000.0;80.7;
2.0;1;0;0;0;350000.0;29.0;0.019963
1.0;1;0;1;0;439000.0;26.1;0.030025
4.0;3;0;1;0;760000.0;79.0;0.014442
9.0;7;0;0;1;2450000.0;261.0;-0.011981
3.0;2;1;1;1;765000.0;76.0;-0.011981
1.0;1;0;0;0;295000.0;20.0;0.030506
3.0;2;1;0;0;370000.0;42.0;0.053731
2.0;1;1;0;0;370000.0;42.0;0.053731
3.0;2;0;1;0;665000.0;58.1;0.020369
3.0;2;0;0;0;449900.0;44.0;0.023671
2.0;1;1;0;0;379500.0;38.0;0.196009
1.0;1;1;1;1;291500.0;26.6;0.052894
2.0;1;0;1;0;344500.0;33.0;-0.00142
1.0;1;0;0;1;185000.0;22.0;0.196009
1.0;1;1;0;0;126000.0;13.0;-0.011981
2.0;1;0;0;0;418000.0;36.0;-0.00142
3.0;2;0;0;0;680000.0;64.0;-0.011981
4.0;3;1;0;1;760000.0;86.0;0.019963
1.0;1;1;0;0;285000.0;23.0;0.196009
2.0;1;0;1;1;340000.0;34.1;0.012957
1.0;1;1;0;1;110000.0;8.0;0.053731
4.0;2;0;0;0;1750000.0;148.0;0.012957
3.0;2;1;1;0;680000.0;64.0;0.014442
2.0;1;1;0;0;1700000.0;90.0;0.196009
1.0;1;0;0;0;270000.0;20.0;0.11758
3.0;2;1;1;1;849000.0;63.0;0.196009
2.0;1;1;0;1;599000.0;76.2;-0.00142
1.0;1;1;0;0;269000.0;21.0;0.030506
1.0;1;1;0;1;169000.0;10.6;0.053731
1.0;1;0;0;0;84000.0;12.0;-0.011981
2.0;1;1;1;0;350000.0;41.0;-0.001544
2.0;1;1;1;0;372000.0;37.0;0.052894
2.0;1;0;0;0;290000.0;28.1;0.012957
2.0;1;1;0;0;550000.0;54.0;-0.00142
2.0;1;0;1;0;365000.0;35.1;-0.001544
3.0;2;1;1;1;720000.0;71.0;0.196009
3.0;2;1;1;1;499000.0;48.0;0.196009
3.0;2;1;0;0;832000.0;65.0;0.023671
2.0;1;0;0;0;760000.0;62.0;0.030506
3.0;2;1;0;0;469000.0;52.0;0.014442
1.0;1;0;0;1;189900.0;10.1;0.030506
1.0;1;1;1;0;395000.0;20.0;0.181532
2.0;1;0;0;0;228000.0;27.4;0.012957
5.0;3;1;1;1;1365000.0;125.0;0.196009
3.0;2;1;1;0;784000.0;69.0;0.052894
2.0;1;1;0;0;480000.0;49.0;0.020369
1.0;1;1;1;1;170000.0;17.8;0.014442
2.0;1;0;1;0;308000.0;35.0;-0.00142
2.0;1;0;1;0;290000.0;32.0;-0.00142
2.0;1;1;0;0;478000.0;47.0;0.196009
4.0;2;1;0;0;568000.0;75.3;0.014442
2.0;1;1;0;0;375000.0;27.0;0.11758
5.0;3;1;1;1;1398000.0;136.0;0.196009
1.0;1;0;0;1;113500.0;11.3;0.196009
1.0;1;1;0;0;184000.0;15.0;0.052894
2.0;1;1;1;1;597000.0;45.0;0.020369
1.0;1;0;0;0;318500.0;17.3;0.048162
3.0;2;1;1;0;915000.0;70.0;0.030025
4.0;2;1;1;1;2475000.0;95.8;0.181532
3.0;2;1;0;1;570000.0;70.0;0.019963
2.0;1;0;1;0;349000.0;33.0;-0.001544
3.0;2;0;0;0;415000.0;44.6;0.012957
1.0;1;1;1;1;269900.0;36.0;0.052894
3.0;2;0;1;0;535000.0;52.0;0.014442
3.0;2;0;1;0;445000.0;74.0;-0.009978
2.0;1;0;0;0;690000.0;34.1;0.030025
7.0;4;1;1;0;3660000.0;220.0;0.196009
6.0;3;1;1;1;2990000.0;198.0;0.196009
1.0;1;1;0;0;173000.0;32.0;-0.001544
1.0;1;0;0;0;290000.0;26.9;0.020369
2.0;1;0;0;0;399000.0;45.0;0.019963
3.0;2;1;1;0;595000.0;77.0;-0.00142
3.0;2;0;1;0;460000.0;53.0;-0.011981
4.0;3;1;1;1;640000.0;79.0;-0.00142
2.0;1;1;0;0;700000.0;37.0;0.196009
4.0;2;1;1;0;435000.0;74.0;-0.001544
2.0;1;1;1;0;795000.0;60.0;0.196009
4.0;3;0;0;0;600000.0;58.0;0.052894
1.0;1;0;0;0;235000.0;25.0;-0.011981
1.0;1;0;0;1;177500.0;14.0;0.053731
2.0;1;1;1;0;575000.0;56.0;-0.011981
1.0;1;1;0;0;99000.0;9.0;-0.011981
3.0;2;1;0;0;599000.0;73.0;-0.001544
2.0;1;0;0;0;140000.0;20.0;-0.001544
2.0;1;1;1;0;690000.0;58.0;0.052894
3.0;2;1;1;0;530000.0;58.0;-0.011981
3.0;2;1;1;0;560000.0;58.0;-0.001544
2.0;1;1;1;1;690000.0;74.0;0.014442
3.0;2;1;1;0;550000.0;60.0;-0.001544
3.0;2;1;1;0;560000.0;56.0;-0.001544
3.0;2;1;1;0;560000.0;57.0;-0.001544
2.0;1;1;1;0;530000.0;58.0;-0.011981
2.0;1;1;1;0;550000.0;40.0;0.196009
3.0;2;1;1;0;670000.0;52.0;0.016535
1.0;1;0;0;0;285000.0;19.0;0.11758
2.0;1;0;0;0;259000.0;34.0;-0.001544
2.0;1;1;0;1;355000.0;46.0;-0.00142
3.0;1;1;1;1;735000.0;50.0;0.196009
3.0;2;1;0;1;850000.0;62.0;0.081818
3.0;2;1;0;0;875000.0;61.0;0.196009
3.0;2;0;0;0;482000.0;54.0;0.053731
3.0;2;1;0;0;720000.0;70.0;0.052894
2.0;1;1;1;0;590000.0;44.0;0.196009
1.0;1;0;0;0;246000.0;19.0;0.181532
2.0;1;1;1;0;533000.0;37.0;0.181532
1.0;1;0;0;0;170000.0;22.0;-0.001544
4.0;3;0;0;0;965000.0;99.0;0.196009
2.0;1;1;0;0;280000.0;20.0;-0.001544
1.0;1;1;0;0;319000.0;27.7;0.012957
3.0;2;1;1;1;550000.0;80.0;-0.00142
4.0;3;1;0;1;1016000.0;94.0;0.196009
3.0;2;1;1;0;405000.0;66.3;-0.00142
4.0;2;1;1;0;699900.0;82.0;-0.011981
3.0;2;1;1;1;1299000.0;95.0;0.196009
1.0;1;0;0;0;610000.0;54.0;0.048162
3.0;2;0;1;0;680000.0;80.0;0.052894
5.0;3;1;1;1;1000000.0;100.8;0.052894
1.0;1;0;1;0;215000.0;20.1;0.023671
4.0;2;1;1;1;655000.0;78.0;-0.00142
1.0;1;1;0;1;329000.0;31.0;-0.00142
1.0;1;1;0;0;141000.0;7.0;0.196009
4.0;3;1;1;1;540000.0;90.0;-0.009978
2.0;1;1;0;1;398000.0;46.0;0.052894
2.0;1;0;1;0;270000.0;31.1;-0.011981
4.0;2;1;1;1;1150000.0;95.0;0.052894
3.0;2;0;1;1;595000.0;55.7;0.052894
5.0;2;1;0;0;590000.0;71.0;-0.011981
3.0;2;0;0;0;835000.0;48.0;0.023671
1.0;1;0;0;0;177000.0;16.5;0.012957
1.0;1;0;0;0;80000.0;6.6;
1.0;1;0;0;0;158500.0;14.9;0.023671
4.0;2;1;1;1;795000.0;84.0;-0.00142
1.0;1;1;1;0;272480.0;28.9;0.052894
1.0;1;0;0;0;239000.0;21.0;0.053731
2.0;1;0;0;0;346000.0;39.0;0.053731
2.0;1;1;1;0;490000.0;43.0;0.196009
3.0;2;0;0;1;480000.0;31.0;0.053731
2.0;1;1;1;0;233000.0;29.0;0.014442
5.0;2;1;1;1;1849000.0;115.0;0.11758
1.0;1;0;1;0;215000.0;22.0;-0.00142
4.0;2;1;1;1;629000.0;94.3;0.052894
4.0;2;1;1;0;750000.0;76.0;0.019963
2.0;1;1;1;0;519000.0;56.0;-0.011981
4.0;3;1;0;1;1250000.0;96.0;-0.00142
1.0;1;1;0;0;263000.0;16.0;0.11758
2.0;1;0;0;0;336000.0;30.0;0.11758
1.0;1;0;0;0;65000.0;6.9;0.053731
3.0;1;1;1;0;659000.0;76.3;0.052894
3.0;2;0;0;0;476000.0;51.0;0.053731
1.0;1;0;0;0;137000.0;12.0;0.016535
1.0;1;0;0;0;182000.0;19.7;0.012957
5.0;3;0;0;0;950000.0;91.0;-0.011981
5.0;3;1;1;1;2730000.0;160.4;0.196009
3.0;2;1;1;0;1365000.0;130.0;0.019963
3.0;2;1;1;1;810000.0;63.7;0.052894
3.0;2;0;1;0;398000.0;42.0;0.012957
2.0;1;0;1;0;350000.0;33.0;-0.001544
2.0;1;0;0;0;240000.0;22.0;0.012957
2.0;1;1;1;1;499000.0;48.0;0.196009
3.0;2;1;0;0;850000.0;58.0;0.196009
2.0;1;1;1;0;498000.0;52.0;0.019963
1.0;1;0;1;0;285000.0;17.0;0.081818
2.0;1;1;0;0;295000.0;37.0;-0.011981
5.0;3;1;1;0;780000.0;97.3;0.014442
4.0;2;1;1;1;930000.0;84.0;0.019963
2.0;1;0;0;0;230000.0;29.1;-0.011981
2.0;1;1;1;0;620000.0;42.0;0.181532
4.0;2;0;1;0;682500.0;57.0;0.053731
1.0;1;1;0;1;329000.0;31.0;0.052894
3.0;2;1;1;1;954000.0;95.0;0.052894
2.0;1;1;1;1;543000.0;54.3;0.014442
1.0;1;1;0;0;300000.0;29.0;0.020369
2.0;1;0;0;0;299000.0;37.0;-0.001544
2.0;1;0;0;0;345000.0;41.0;-0.001544
1.0;1;0;0;0;121000.0;8.0;0.196009
2.0;1;1;0;1;512000.0;47.0;0.196009
3.0;1;1;0;0;1340000.0;69.0;0.016535
1.0;1;0;1;0;445000.0;30.5;0.081818
2.0;1;0;1;0;570000.0;63.5;0.020369
6.0;4;1;1;0;1595000.0;124.0;0.05245
5.0;4;1;1;1;1098500.0;115.0;0.052894
4.0;3;1;1;0;943000.0;90.0;0.014442
2.0;1;1;1;0;435000.0;57.0;-0.009978
2.0;1;0;0;0;330000.0;22.0;0.023671
1.0;1;0;0;1;349000.0;38.0;0.052894
2.0;1;1;0;0;840000.0;67.0;0.196009
2.0;1;1;1;1;546000.0;65.0;0.052894
4.0;2;1;1;0;745000.0;85.0;0.019963
3.0;2;1;0;0;630000.0;71.0;-0.001544
2.0;1;0;1;0;480000.0;48.0;0.023671
2.0;1;1;1;1;189000.0;56.0;0.052894
4.0;3;1;0;0;1650000.0;137.0;0.023671
2.0;1;0;0;0;460000.0;35.0;0.048162
5.0;3;1;0;1;930700.0;105.0;-0.009978
5.0;2;1;1;1;1514000.0;117.0;0.053731
2.0;1;1;0;0;430000.0;50.0;-0.001544
2.0;1;1;0;1;449000.0;34.0;0.081818
2.0;1;0;1;0;749000.0;57.0;0.012957
2.0;1;1;0;1;330000.0;36.0;-0.011981
5.0;3;1;1;0;850000.0;113.8;-0.001544
6.0;4;1;1;0;1890000.0;111.9;0.05245
5.0;3;1;0;1;1148000.0;100.0;0.052894
2.0;1;1;1;1;535000.0;35.0;0.05245
6.0;3;1;1;1;3500000.0;205.0;0.053731
3.0;2;1;1;0;566000.0;62.5;-0.009978
3.0;2;1;1;1;790000.0;58.0;0.05245
3.0;2;1;1;1;1600000.0;121.0;0.196009
3.0;2;1;0;1;470000.0;44.0;0.014442
4.0;3;1;1;0;1510000.0;120.0;0.053731
2.0;1;0;1;0;440000.0;45.9;0.030506
3.0;2;0;1;1;770000.0;79.0;0.012957
3.0;2;1;1;1;900000.0;57.0;0.196009
3.0;2;1;1;1;1150000.0;69.0;0.181532
5.0;3;1;0;1;960000.0;98.0;0.014442
3.0;2;1;1;1;699000.0;78.0;0.052894
2.0;1;0;0;1;459000.0;48.0;0.020369
1.0;1;0;1;0;270000.0;24.0;0.052894
3.0;2;1;0;0;580000.0;-1.0;0.196009
2.0;1;1;1;0;420000.0;-1.0;0.196009
4.0;3;1;1;1;689000.0;81.0;-0.001544
2.0;1;1;0;0;540000.0;49.0;0.053731
2.0;1;0;0;0;470000.0;35.0;0.020369
4.0;3;1;1;1;795000.0;91.0;-0.009978
1.0;1;0;0;0;49000.0;6.0;0.053731
1.0;1;1;0;0;275000.0;22.0;0.081818
2.0;1;0;1;0;360000.0;45.0;0.014442
1.0;1;0;0;0;168000.0;16.0;0.020369
5.0;1;1;0;1;1344000.0;91.0;0.196009
1.0;1;0;1;0;397500.0;30.1;0.181532
3.0;2;1;0;1;432000.0;67.0;-0.009978
3.0;2;1;1;0;570000.0;73.1;-0.001544
3.0;2;1;1;1;853000.0;101.0;-0.00142
2.0;1;1;1;0;550000.0;51.0;0.012957
4.0;3;0;1;1;771750.0;90.0;-0.00142
3.0;1;1;1;0;784000.0;69.0;0.052894
2.0;1;0;1;0;390000.0;34.5;0.053731
2.0;1;1;1;0;585000.0;40.0;0.012957
3.0;2;1;1;0;1295000.0;85.4;0.081818
3.0;2;1;1;1;698000.0;90.0;-0.00142
2.0;1;1;1;1;672000.0;54.8;0.052894
2.0;2;0;0;0;535000.0;33.0;0.081818
1.0;1;0;0;0;98000.0;10.0;-0.011981
2.0;1;1;0;0;630000.0;53.0;-0.011981
5.0;3;1;0;1;1219000.0;105.0;0.196009
4.0;2;1;1;1;765000.0;89.0;0.012957
4.0;3;1;1;1;3990000.0;178.0;0.016535
1.0;1;1;0;1;420000.0;20.0;0.023671
3.0;2;0;0;0;500000.0;50.0;0.052894
1.0;1;1;1;1;539900.0;54.6;-0.001544
6.0;3;1;1;1;1795000.0;120.0;0.030506
3.0;2;1;1;0;598000.0;71.0;0.053731
2.0;1;1;1;0;462000.0;47.3;0.052894
6.0;4;1;0;0;2773000.0;174.0;0.052894
5.0;3;1;0;1;1840000.0;126.0;0.052894
1.0;1;1;0;1;299000.0;29.0;-0.011981
2.0;1;1;1;1;455000.0;44.0;0.052894
3.0;1;1;1;1;720000.0;71.0;0.196009
2.0;1;1;1;0;357000.0;41.5;0.052894
6.0;5;1;0;0;2394000.0;173.0;0.196009
5.0;3;1;1;0;830000.0;91.0;0.020369
4.0;3;1;0;1;990000.0;109.0;0.052894
2.0;1;0;0;0;318300.0;30.0;-0.011981
3.0;2;1;0;1;693000.0;90.0;0.012957
2.0;1;0;0;0;405000.0;36.0;0.053731
1.0;1;1;0;0;312000.0;36.0;0.019963
5.0;4;1;1;1;1115000.0;115.0;0.052894
2.0;1;0;1;1;298000.0;28.0;-0.011981
4.0;2;1;0;0;1990000.0;115.1;0.030506
1.0;1;0;0;0;111000.0;12.0;-0.011981
3.0;2;1;0;0;550000.0;58.0;-0.001544
2.0;1;1;1;0;395200.0;35.0;0.196009
2.0;1;1;0;1;525000.0;51.7;0.052894
3.0;2;0;1;0;550000.0;65.0;-0.011981
4.0;3;1;1;1;615000.0;69.0;0.053731
5.0;3;1;1;1;925000.0;85.0;0.012957
2.0;1;0;0;1;355000.0;37.0;0.196009
3.0;2;1;1;0;695000.0;66.0;0.196009
2.0;1;1;0;0;490000.0;46.0;-0.001544
2.0;1;1;0;0;432000.0;38.0;0.052894
2.0;1;1;1;0;825000.0;58.0;0.016535
3.0;2;1;0;0;1160000.0;78.0;0.081818
1.0;1;1;1;1;295000.0;28.0;0.196009
2.0;1;0;0;1;249000.0;29.0;-0.011981
2.0;1;1;1;0;445000.0;50.0;-0.00142
2.0;1;0;1;0;580000.0;63.0;0.019963
1.0;1;1;0;1;138000.0;17.0;-0.011981
2.0;1;0;1;1;384000.0;31.0;0.023671
3.0;2;1;1;1;565000.0;73.7;0.019963
2.0;1;1;1;1;653000.0;58.0;0.052894
2.0;1;0;0;0;254000.0;26.0;0.053731
2.0;1;0;1;0;199000.0;24.0;0.053731
4.0;3;0;1;1;798000.0;90.0;-0.011981
2.0;1;0;0;0;630000.0;36.1;0.05245
1.0;1;1;1;1;285000.0;33.5;0.019963
4.0;2;1;1;0;710000.0;76.0;0.012957
2.0;1;0;1;0;389000.0;40.1;-0.00142
1.0;1;1;1;1;155000.0;15.0;0.053731
1.0;1;1;0;1;149000.0;15.0;0.053731
3.0;2;0;1;0;525000.0;51.9;0.012957
4.0;3;1;1;1;1120000.0;122.0;-0.011981
2.0;1;1;0;1;630000.0;53.0;0.196009
1.0;1;1;1;1;278000.0;28.4;-0.001544
4.0;2;1;1;0;850000.0;85.0;0.196009
1.0;1;1;0;0;358000.0;19.0;0.05245
3.0;2;1;1;0;760000.0;87.0;0.196009
1.0;1;1;1;1;210000.0;21.0;-0.011981
2.0;1;1;1;0;390000.0;37.0;-0.011981
3.0;1;0;1;0;395000.0;42.0;0.012957
3.0;2;1;0;0;311225.0;51.0;-0.00142
4.0;2;1;1;0;510500.0;74.0;-0.001544
4.0;2;1;1;1;569000.0;72.0;-0.009978
3.0;2;1;1;1;647000.0;63.7;0.019963
2.0;1;0;1;0;395000.0;42.5;0.012957
3.0;1;1;0;1;590000.0;66.0;0.052894
2.0;1;1;0;1;531000.0;75.0;0.052894
3.0;2;1;1;1;780000.0;74.0;0.053731
5.0;3;1;0;1;895000.0;104.0;0.196009
1.0;1;0;0;0;265000.0;16.0;0.05245
2.0;1;0;1;0;340000.0;35.3;-0.00142
1.0;1;1;0;1;365000.0;37.0;0.023671
2.0;1;1;0;0;589000.0;57.0;0.053731
2.0;1;1;1;0;660000.0;40.0;0.196009
2.0;1;1;1;0;355000.0;36.0;0.019963
5.0;3;0;1;0;850000.0;73.0;0.05245
5.0;3;1;1;1;5900000.0;194.8;0.181532
2.0;1;1;0;0;440000.0;46.0;0.019963
2.0;1;1;1;0;635250.0;58.0;0.196009
3.0;2;1;1;1;599000.0;65.1;0.052894
2.0;1;0;0;0;299000.0;37.0;-0.011981
3.0;2;1;0;0;360000.0;47.0;-0.011981
3.0;1;1;0;1;777000.0;55.8;0.053731
1.0;1;1;0;1;310000.0;17.0;0.11758
3.0;2;0;1;0;835000.0;85.0;0.019963
4.0;2;1;1;1;650000.0;91.8;0.019963
4.0;3;0;0;0;695000.0;75.0;0.053731
1.0;1;1;0;0;430000.0;28.0;0.196009
4.0;3;1;0;1;645000.0;85.0;-0.00142
3.0;2;1;1;1;698000.0;78.1;0.052894
1.0;1;0;0;0;210000.0;18.0;0.016535
6.0;5;1;1;1;2550000.0;157.0;0.181532
4.0;2;1;0;1;748000.0;71.0;0.052894
3.0;2;1;0;1;415000.0;35.0;0.014442
1.0;1;0;0;0;399000.0;41.0;0.196009
5.0;3;1;1;1;1995000.0;152.0;0.052894
3.0;2;1;1;0;849000.0;62.0;0.196009
3.0;2;1;1;0;689000.0;72.0;-0.011981
4.0;3;0;1;0;649000.0;88.0;-0.001544
5.0;4;1;0;0;1540000.0;108.8;0.020369
3.0;2;0;0;0;670000.0;76.4;0.020369
1.0;1;0;0;0;133000.0;13.0;0.020369
1.0;1;0;0;0;128000.0;13.0;0.020369
3.0;2;0;1;0;628000.0;55.0;0.053731
1.0;1;0;0;0;90000.0;14.0;-0.001544
1.0;1;1;1;0;346500.0;37.0;-0.00142
2.0;1;1;0;0;327500.0;42.0;-0.009978
2.0;1;1;0;0;321500.0;42.0;-0.009978
2.0;1;1;0;0;310500.0;40.0;-0.009978
3.0;2;1;1;0;709000.0;73.0;0.014442
1.0;1;1;1;0;340000.0;37.0;0.052894
2.0;1;0;0;0;680000.0;57.0;0.048162
1.0;1;1;0;1;150000.0;13.0;0.196009
2.0;1;1;1;0;594000.0;58.0;0.014442
6.0;4;1;1;1;2250000.0;197.0;0.019963
4.0;3;1;1;0;995000.0;100.0;0.053731
4.0;3;1;0;0;585000.0;75.9;-0.001544
1.0;1;1;0;0;275000.0;19.0;0.081818
3.0;2;0;0;0;425000.0;43.0;0.014442
2.0;1;1;0;0;277000.0;35.0;-0.009978
5.0;4;0;0;0;1540000.0;120.0;0.020369
5.0;4;1;1;1;2968000.0;141.0;0.196009
3.0;2;1;1;0;544425.0;61.0;0.019963
1.0;1;1;1;1;375000.0;35.0;0.053731
3.0;2;0;1;0;590000.0;65.0;-0.00142
5.0;3;0;1;0;1055000.0;88.0;0.053731
2.0;1;1;1;1;569000.0;64.0;0.052894
3.0;2;1;1;1;964000.0;77.0;0.052894
3.0;2;1;1;1;945000.0;77.0;0.052894
3.0;1;1;0;0;520000.0;48.0;0.052894
2.0;1;1;0;0;410000.0;36.0;0.052894
2.0;1;1;0;0;417000.0;40.0;0.052894
4.0;3;0;1;1;965000.0;123.0;0.053731
4.0;3;1;0;1;828000.0;84.0;-0.011981
3.0;2;1;1;1;499000.0;61.0;-0.00142
3.0;2;1;1;1;1295000.0;86.0;0.081818
4.0;2;1;1;1;6990000.0;191.4;0.11758
4.0;3;1;1;1;760000.0;84.0;-0.001544
2.0;1;0;0;0;290000.0;33.0;-0.009978
1.0;1;0;0;0;95000.0;14.0;-0.001544
4.0;2;0;1;0;1060000.0;81.0;0.030506
3.0;2;1;0;0;568000.0;67.0;0.053731
3.0;2;0;1;0;325000.0;38.0;-0.00142
5.0;1;1;1;1;663000.0;100.0;-0.00142
5.0;5;1;1;0;1595000.0;129.0;0.11758
4.0;3;0;0;0;2310000.0;116.1;0.11758
3.0;2;1;0;0;345000.0;38.4;-0.011981
2.0;1;0;0;0;399000.0;38.4;-0.00142
4.0;2;1;0;0;885000.0;83.0;-0.011981
1.0;1;0;0;0;129000.0;11.0;0.012957
2.0;1;0;1;0;479000.0;-1.0;-0.011981
4.0;3;1;1;0;1209600.0;140.0;0.020369
3.0;3;0;0;0;359000.0;45.0;-0.011981
5.0;3;1;1;0;1515000.0;128.0;0.181532
4.0;2;1;1;1;980000.0;103.0;0.196009
5.0;3;1;1;1;2790000.0;150.4;0.030506
6.0;4;1;0;0;1378230.0;164.0;0.012957
3.0;2;1;1;1;690000.0;75.0;0.014442
2.0;1;0;0;0;582000.0;53.0;0.019963
3.0;2;1;0;1;595000.0;101.0;-0.00142
1.0;1;0;0;0;220000.0;14.6;0.030025
6.0;4;1;0;0;1578150.0;167.0;0.012957
2.0;1;0;0;0;266000.0;25.0;0.012957
2.0;1;1;0;0;530000.0;51.0;0.053731
1.0;1;0;0;0;239000.0;29.0;0.052894
1.0;1;1;0;0;535000.0;43.0;0.181532
4.0;3;1;0;0;689000.0;81.0;-0.001544
5.0;3;1;1;1;3710000.0;140.0;0.181532
4.0;2;1;0;0;760000.0;86.0;-0.001544
4.0;3;1;1;1;410000.0;76.0;-0.00142
2.0;1;1;0;1;585000.0;56.6;0.052894
2.0;1;0;0;0;509600.0;42.2;0.030506
3.0;1;1;1;1;585000.0;58.0;0.014442
3.0;2;0;1;1;2040000.0;95.0;0.11758
5.0;2;1;1;0;995000.0;106.0;0.053731
1.0;1;1;0;0;319000.0;28.6;0.053731
6.0;3;1;1;1;2050000.0;161.0;0.196009
7.0;4;1;1;1;2220000.0;191.0;0.019963
5.0;3;0;1;0;566000.0;77.6;0.052894
2.0;1;1;1;0;465000.0;60.0;0.052894
3.0;1;0;1;0;850000.0;77.0;0.181532
2.0;1;1;0;0;275000.0;42.2;-0.009978
2.0;1;1;1;1;478000.0;54.0;-0.001544
6.0;4;1;1;1;3100000.0;230.0;0.196009
3.0;2;0;0;0;670000.0;68.4;0.020369
1.0;1;1;0;0;283500.0;23.0;0.052894
3.0;2;0;0;1;645000.0;62.0;-0.00142
8.0;4;1;1;1;3990000.0;304.0;0.053731
4.0;2;1;0;1;875000.0;92.4;0.196009
3.0;1;0;1;0;580000.0;63.0;0.019963
2.0;1;1;1;1;399000.0;40.1;-0.009978
2.0;1;0;0;0;445000.0;33.0;0.019963
2.0;1;0;0;0;399000.0;48.0;0.052894
1.0;1;0;0;0;199000.0;16.7;0.181532
2.0;1;1;0;1;669000.0;54.0;0.053731
4.0;2;1;1;1;2995000.0;102.0;0.181532
3.0;1;0;0;0;620000.0;53.3;0.019963
1.0;1;0;0;0;182000.0;16.0;0.020369
3.0;2;0;0;0;595000.0;43.0;0.181532
1.0;1;1;0;1;100000.0;10.0;0.012957
5.0;3;1;1;1;2970000.0;156.0;0.181532
4.0;2;1;1;0;679000.0;84.1;0.052894
4.0;2;1;1;0;599000.0;84.1;0.052894
2.0;1;1;1;0;435000.0;54.0;0.052894
2.0;1;1;0;0;262500.0;29.4;-0.011981
1.0;1;0;0;0;270000.0;44.0;-0.009978
3.0;2;0;0;0;635000.0;51.1;0.053731
3.0;2;0;1;1;690000.0;46.0;0.081818
2.0;1;1;0;0;580958.0;53.8;0.052894
2.0;1;1;1;0;670000.0;59.8;0.196009
4.0;3;1;1;1;730400.0;85.8;-0.009978
3.0;1;1;0;1;1040000.0;85.2;0.196009
3.0;2;1;0;0;444000.0;50.0;-0.001544
5.0;2;1;1;1;1310000.0;190.0;0.196009
2.0;1;1;0;1;880000.0;64.0;0.081818
