Nombre de pieces;Nombre de chambres;Superficie salon (m²);Balcon;Ascenseur;Parking;Cave;Accessible_mobilité_réduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis à vis;Calme;Exposition;DPE;GES;prix;superficie;arrondissement;charges_annuelles;Etage;Total_etages
2.0;1;19.0;1;1;0;1;0;1;0;0;0;0;0;0;3.0;4.0;2.0;462000;47.3;75015;1962;3.0;6.0
6.0;4;-1.0;1;1;1;0;0;0;0;1;0;0;0;0;-1.0;2.0;1.0;2773000;174.0;75015;5000;5.0;-1.0
5.0;3;40.0;0;1;0;0;0;1;0;1;1;0;0;1;3.0;4.0;4.0;1840000;126.0;75015;10204;4.0;7.0
1.0;1;18.0;1;1;0;0;0;1;0;1;1;0;0;1;5.0;4.0;4.0;299000;29.0;75018;1800;4.0;8.0
2.0;1;-1.0;0;1;1;1;0;0;1;0;1;0;0;0;-1.0;4.0;4.0;455000;44.0;75015;0;25.0;34.0
3.0;1;31.0;0;1;0;1;0;0;0;1;1;0;0;0;-1.0;5.0;5.0;720000;71.0;75016;6976;1.0;4.0
2.0;1;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;-1.0;6.0;6.0;357000;41.5;75015;0;2.0;6.0
6.0;5;-1.0;0;1;0;0;0;1;0;1;0;0;0;0;-1.0;5.0;5.0;2394000;173.0;75016;9600;3.0;5.0
5.0;3;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;3.0;5.0;4.0;830000;91.0;75011;3500;1.0;9.0
4.0;3;29.0;1;1;0;0;0;1;0;1;1;0;0;1;-1.0;4.0;2.0;990000;109.0;75015;3880;1.0;6.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;0;0;1;-1.0;4.0;1.0;318300;30.0;75018;873;2.0;-1.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;1;0;0;1;-1.0;4.0;4.0;693000;90.0;75010;5900;1.0;8.0
2.0;1;13.0;0;0;0;0;0;1;0;1;0;0;0;1;3.0;5.0;5.0;405000;36.0;75017;0;2.0;3.0
1.0;1;18.0;0;1;0;0;0;1;0;1;0;0;0;0;-1.0;4.0;2.0;312000;36.0;75014;1852;2.0;10.0
5.0;4;30.2;1;1;1;1;0;0;0;1;1;0;0;0;3.0;4.0;4.0;1115000;115.0;75015;0;5.0;9.0
2.0;1;13.0;0;0;0;1;0;0;1;1;1;0;0;0;-1.0;6.0;6.0;298000;28.0;75018;1476;1.0;5.0
4.0;2;51.0;0;1;0;0;0;1;1;1;0;1;0;1;3.0;4.0;2.0;1990000;115.1;75003;4440;4.0;5.0
1.0;1;12.0;0;0;0;0;0;0;0;1;0;0;0;0;-1.0;5.0;3.0;111000;12.0;75018;36804;6.0;6.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;0;-1.0;5.0;4.0;550000;58.0;75020;159996;3.0;8.0
2.0;1;27.0;0;1;0;1;0;0;0;0;0;1;0;0;-1.0;5.0;5.0;395200;35.0;75016;0;4.0;8.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;1;0;0;0;-1.0;4.0;3.0;525000;51.7;75015;0;15.0;-1.0
3.0;2;-1.0;0;0;0;1;0;1;0;1;0;0;0;1;3.0;4.0;4.0;550000;65.0;75018;0;4.0;-1.0
4.0;3;25.0;0;1;1;1;0;1;0;1;1;0;0;1;3.0;4.0;4.0;615000;69.0;75017;2600;1.0;7.0
5.0;3;28.0;0;1;0;1;0;0;1;1;1;0;0;1;-1.0;5.0;3.0;925000;85.0;75010;3000;4.0;5.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;1;0;0;1;-1.0;5.0;3.0;355000;37.0;75016;1800;8.0;8.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;3.0;4.0;3.0;695000;66.0;75016;3240;4.0;11.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;1;0;1;-1.0;5.0;2.0;490000;46.0;75020;780;8.0;8.0
2.0;1;-1.0;0;1;0;0;0;0;1;1;0;0;0;1;-1.0;5.0;3.0;432000;38.0;75015;1450;6.0;6.0
2.0;1;20.0;0;1;0;1;0;0;0;0;0;0;0;0;3.0;5.0;5.0;825000;58.0;75005;2200;5.0;7.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;1;-1.0;5.0;5.0;1160000;78.0;75006;3120;2.0;6.0
1.0;1;28.0;1;1;0;1;0;0;0;1;1;0;0;1;3.0;5.0;5.0;295000;28.0;75016;0;6.0;7.0
2.0;1;12.0;0;0;0;0;0;1;0;1;1;0;0;0;-1.0;4.0;2.0;249000;29.0;75018;1380;1.0;5.0
2.0;1;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;-1.0;5.0;4.0;445000;50.0;75013;2345;4.0;6.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;3.0;5.0;5.0;580000;63.0;75014;1371;1.0;6.0
1.0;1;17.0;1;1;0;0;0;1;1;1;1;0;0;1;-1.0;5.0;5.0;138000;17.0;75018;1560;11.0;28.0
2.0;1;-1.0;0;0;0;1;0;0;1;1;1;0;0;1;-1.0;4.0;2.0;384000;31.0;75009;1348;1.0;5.0
3.0;2;-1.0;1;1;1;1;0;0;0;0;1;0;0;0;-1.0;3.0;3.0;565000;73.7;75014;0;2.0;-1.0
2.0;1;23.0;1;1;1;1;0;1;0;1;1;0;0;1;3.0;4.0;3.0;653000;58.0;75015;3480;4.0;6.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;0;0;1;-1.0;4.0;2.0;254000;26.0;75017;960;2.0;6.0
2.0;1;-1.0;0;0;0;1;0;0;0;1;0;0;0;0;-1.0;5.0;3.0;199000;24.0;75017;800;3.0;-1.0
4.0;3;-1.0;0;0;0;1;0;1;0;1;1;0;0;1;3.0;6.0;3.0;798000;90.0;75018;2400;6.0;6.0
2.0;1;27.3;0;0;0;0;0;0;0;1;0;1;0;0;3.0;6.0;3.0;630000;36.1;75004;0;1.0;-1.0
1.0;1;17.5;0;1;0;1;0;1;0;1;1;0;0;1;-1.0;5.0;4.0;285000;33.5;75014;2200;4.0;10.0
4.0;2;29.0;0;1;0;1;0;0;1;1;0;0;0;1;-1.0;5.0;5.0;710000;76.0;75010;1992;5.0;6.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;0;0;1;3.0;4.0;2.0;389000;40.1;75013;1632;2.0;5.0
1.0;1;15.0;0;1;0;1;0;0;0;1;1;0;0;1;-1.0;5.0;3.0;155000;15.0;75017;550;6.0;6.0
1.0;1;15.0;0;1;0;0;0;1;0;1;1;0;0;0;-1.0;5.0;3.0;149000;15.0;75017;470;6.0;6.0
3.0;2;-1.0;1;0;0;1;0;0;0;0;0;0;0;1;3.0;4.0;4.0;525000;51.9;75010;0;3.0;-1.0
4.0;3;-1.0;1;1;0;1;0;0;0;1;1;0;0;0;3.0;5.0;5.0;1120000;122.0;75018;2973;2.0;7.0
2.0;1;20.0;0;1;0;0;0;1;0;1;1;0;0;0;5.0;5.0;5.0;630000;53.0;75016;4432;1.0;8.0
1.0;1;12.0;0;1;0;1;0;1;0;1;1;0;0;1;3.0;4.0;4.0;278000;28.4;75020;1772;6.0;8.0
4.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;0;1.0;4.0;4.0;850000;85.0;75016;4200;6.0;7.0
1.0;1;19.0;0;1;0;0;0;0;0;0;0;0;0;1;5.0;5.0;3.0;358000;19.0;75004;0;4.0;5.0
3.0;2;30.0;1;1;1;1;0;0;0;0;0;0;0;0;3.0;6.0;6.0;760000;87.0;75016;5200;6.0;-1.0
1.0;1;21.0;0;1;0;1;0;0;0;0;1;0;0;1;-1.0;5.0;3.0;210000;21.0;75018;0;1.0;6.0
2.0;1;-1.0;0;1;0;1;0;1;0;0;0;0;0;1;-1.0;5.0;5.0;390000;37.0;75018;0;2.0;5.0
3.0;1;-1.0;0;0;0;1;0;1;0;1;0;0;0;0;3.0;6.0;3.0;395000;42.0;75010;0;2.0;4.0
3.0;2;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;5.0;6.0;5.0;311225;51.0;75013;3072;10.0;10.0
4.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;6.0;6.0;510500;74.0;75020;4052;6.0;7.0
4.0;2;10.0;0;1;0;1;0;1;1;1;1;0;0;1;3.0;3.0;4.0;569000;72.0;75019;200;2.0;6.0
3.0;2;25.0;0;1;0;1;0;1;0;1;1;0;0;0;-1.0;4.0;2.0;647000;63.7;75014;0;2.0;-1.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;0;0;0;3.0;6.0;3.0;395000;42.5;75010;0;2.0;4.0
3.0;1;31.0;0;1;1;0;0;1;0;0;1;0;0;0;-1.0;4.0;3.0;590000;66.0;75015;3600;5.0;16.0
2.0;1;-1.0;0;1;1;0;0;1;1;1;1;0;0;0;-1.0;4.0;4.0;531000;75.0;75015;4968;13.0;1.0
3.0;2;-1.0;0;1;0;1;0;0;1;1;1;0;0;0;-1.0;5.0;4.0;780000;74.0;75017;2800;1.0;-1.0
5.0;3;27.0;1;1;1;0;0;0;0;0;1;0;0;1;3.0;4.0;4.0;895000;104.0;75016;5908;1.0;9.0
1.0;1;16.0;0;0;0;0;0;0;0;1;0;1;0;0;-1.0;5.0;2.0;265000;16.0;75004;485;4.0;6.0
2.0;1;25.0;0;0;0;1;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;340000;35.3;75013;0;2.0;-1.0
1.0;1;37.0;0;1;0;0;0;1;0;1;1;0;0;1;-1.0;5.0;5.0;365000;37.0;75009;1752;4.0;8.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;3.0;5.0;3.0;589000;57.0;75017;0;8.0;-1.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;1;0;1;3.0;4.0;4.0;660000;40.0;75016;1800;2.0;4.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;0;0;0;1.0;5.0;3.0;355000;36.0;75014;1421;1.0;4.0
5.0;3;-1.0;0;0;0;1;0;0;0;0;0;1;0;0;3.0;4.0;2.0;850000;73.0;75004;3461;1.0;5.0
5.0;3;52.5;1;1;1;1;0;1;1;1;1;0;0;0;3.0;3.0;1.0;5900000;194.8;75008;6600;3.0;6.0
2.0;1;-1.0;1;1;0;0;0;1;0;1;0;0;0;0;1.0;5.0;5.0;440000;46.0;75014;0;6.0;9.0
2.0;1;29.0;0;1;0;1;0;1;0;1;0;0;0;1;5.0;4.0;4.0;635250;58.0;75016;3698;4.0;8.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;1;0;0;0;-1.0;5.0;4.0;599000;65.1;75015;3360;11.0;13.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;0;0;0;-1.0;5.0;3.0;299000;37.0;75018;1240;1.0;6.0
3.0;2;-1.0;0;1;0;0;0;1;0;1;0;0;0;0;-1.0;4.0;4.0;360000;47.0;75018;1440;3.0;9.0
3.0;1;32.2;0;1;0;0;0;0;0;1;1;1;0;0;3.0;3.0;3.0;777000;55.8;75017;0;3.0;-1.0
1.0;1;17.0;0;1;0;0;0;0;0;0;1;0;0;1;5.0;5.0;3.0;310000;17.0;75007;0;7.0;8.0
3.0;2;52.0;1;0;0;1;0;0;0;0;0;0;0;1;3.0;5.0;3.0;835000;85.0;75014;2450;3.0;3.0
4.0;2;33.0;1;1;1;1;0;1;0;0;1;0;0;0;-1.0;6.0;6.0;650000;91.8;75014;0;1.0;-1.0
4.0;3;-1.0;0;0;0;0;0;1;0;1;0;0;0;1;-1.0;6.0;3.0;695000;75.0;75017;3600;4.0;5.0
1.0;1;28.0;0;1;0;0;0;1;0;1;0;0;0;1;3.0;3.0;3.0;430000;28.0;75016;1400;3.0;10.0
4.0;3;31.0;0;1;1;0;0;1;0;0;1;0;0;0;-1.0;5.0;5.0;645000;85.0;75013;6312;25.0;35.0
3.0;2;-1.0;1;1;0;1;0;0;0;0;1;0;0;1;3.0;5.0;4.0;698000;78.1;75015;3760;7.0;11.0
1.0;1;18.0;0;0;0;0;0;1;0;1;0;0;0;0;-1.0;5.0;3.0;210000;18.0;75005;0;7.0;7.0
6.0;5;-1.0;0;1;1;1;0;1;0;1;1;0;0;0;1.0;4.0;2.0;2550000;157.0;75008;5268;2.0;3.0
4.0;2;-1.0;0;1;0;0;0;1;0;1;1;0;0;0;-1.0;4.0;4.0;748000;71.0;75015;258396;3.0;7.0
3.0;2;-1.0;0;1;0;0;0;1;0;1;1;0;0;0;-1.0;5.0;4.0;415000;35.0;75012;190320;6.0;6.0
1.0;1;29.0;1;0;0;0;0;0;0;1;0;0;0;1;3.0;4.0;3.0;399000;41.0;75016;1920;4.0;6.0
5.0;3;-1.0;1;1;0;1;0;1;0;1;1;0;0;0;-1.0;4.0;4.0;1995000;152.0;75015;0;4.0;7.0
3.0;2;20.0;0;1;0;1;0;1;0;1;0;1;0;1;-1.0;4.0;4.0;849000;62.0;75016;1800;1.0;5.0
3.0;2;18.0;0;1;0;1;0;1;0;1;0;0;0;1;3.0;3.0;4.0;689000;72.0;75018;1908;1.0;5.0
4.0;3;26.0;0;0;0;1;0;0;0;1;0;0;0;0;-1.0;5.0;5.0;649000;88.0;75020;3011;5.0;6.0
5.0;4;31.2;1;1;0;0;0;0;0;1;0;1;0;0;3.0;5.0;3.0;1540000;108.8;75011;700;5.0;6.0
3.0;2;36.4;0;0;0;0;0;0;0;1;0;1;0;0;3.0;4.0;2.0;670000;76.4;75011;0;2.0;-1.0
1.0;1;13.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;133000;13.0;75011;394;5.0;5.0
1.0;1;13.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;128000;13.0;75011;319;6.0;6.0
3.0;2;16.0;0;0;0;1;0;0;0;0;0;0;0;1;1.0;4.0;2.0;628000;55.0;75017;1304;1.0;5.0
1.0;1;14.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;5.0;90000;14.0;75020;644;1.0;6.0
1.0;1;37.0;1;1;0;1;0;1;0;1;0;0;0;0;-1.0;5.0;2.0;346500;37.0;75013;1320;7.0;8.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;5.0;6.0;3.0;327500;42.0;75019;0;3.0;6.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;5.0;6.0;3.0;321500;42.0;75019;0;1.0;6.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;5.0;6.0;3.0;310500;40.0;75019;0;2.0;6.0
3.0;2;-1.0;1;1;1;1;0;1;0;1;0;0;0;1;3.0;5.0;3.0;709000;73.0;75012;0;5.0;8.0
1.0;1;37.0;1;1;0;1;0;1;0;1;0;0;0;1;3.0;5.0;5.0;340000;37.0;75015;0;8.0;8.0
2.0;1;23.0;0;0;0;0;0;1;0;0;0;0;0;1;1.0;4.0;2.0;680000;57.0;75002;1892;2.0;6.0
1.0;1;13.0;0;1;0;0;0;1;0;1;1;0;0;1;-1.0;6.0;6.0;150000;13.0;75016;560;1.0;11.0
2.0;1;-1.0;1;1;1;1;0;1;0;1;0;0;0;1;3.0;5.0;3.0;594000;58.0;75012;0;7.0;8.0
6.0;4;-1.0;0;1;0;1;0;1;0;1;1;0;0;1;5.0;4.0;4.0;2250000;197.0;75014;7800;3.0;6.0
4.0;3;-1.0;1;1;1;1;0;1;0;1;0;0;0;1;5.0;5.0;3.0;995000;100.0;75017;2640;5.0;6.0
4.0;3;-1.0;0;1;0;0;0;0;0;0;0;0;0;0;5.0;4.0;4.0;585000;75.9;75020;4000;4.0;8.0
1.0;1;19.0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;275000;19.0;75006;0;6.0;-1.0
3.0;2;18.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;5.0;425000;43.0;75012;2160;2.0;-1.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;3.0;5.0;2.0;277000;35.0;75019;0;4.0;6.0
5.0;4;-1.0;1;0;0;0;0;0;0;1;0;0;0;1;-1.0;5.0;3.0;1540000;120.0;75011;0;5.0;6.0
5.0;4;42.0;1;1;0;1;0;1;0;1;1;0;0;1;-1.0;4.0;4.0;2968000;141.0;75016;0;3.0;5.0
3.0;2;-1.0;0;1;0;1;0;0;0;1;0;0;0;1;-1.0;6.0;3.0;544425;61.0;75014;2856;1.0;7.0
1.0;1;35.0;0;1;0;1;0;0;0;0;1;0;0;0;-1.0;5.0;3.0;375000;35.0;75017;0;2.0;6.0
3.0;2;-1.0;0;0;0;1;0;0;0;1;0;0;0;1;3.0;5.0;5.0;590000;65.0;75013;1400;1.0;6.0
5.0;3;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;1055000;88.0;75017;0;1.0;-1.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;1;0;0;0;3.0;5.0;3.0;569000;64.0;75015;0;11.0;-1.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;1;1;0;1;-1.0;3.0;3.0;964000;77.0;75015;4720;5.0;7.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;1;1;0;1;-1.0;3.0;3.0;945000;77.0;75015;4500;3.0;6.0
3.0;1;-1.0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;520000;48.0;75015;0;1.0;-1.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;410000;36.0;75015;0;2.0;-1.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;417000;40.0;75015;0;3.0;-1.0
4.0;3;-1.0;1;0;0;1;0;1;0;1;1;1;0;1;5.0;5.0;5.0;965000;123.0;75017;1800;4.0;4.0
4.0;3;-1.0;1;1;0;0;0;1;0;1;1;0;0;1;3.0;5.0;5.0;828000;84.0;75018;5500;3.0;1.0
3.0;2;-1.0;1;1;0;1;0;1;0;0;1;0;0;0;3.0;4.0;4.0;499000;61.0;75013;0;8.0;12.0
3.0;2;21.0;0;1;0;1;0;1;0;1;1;0;0;1;3.0;5.0;3.0;1295000;86.0;75006;3000;1.0;5.0
4.0;2;-1.0;0;1;0;1;0;1;1;1;1;0;0;0;3.0;5.0;5.0;6990000;191.4;75007;8400;1.0;4.0
4.0;3;-1.0;0;1;1;1;0;1;0;1;1;0;0;1;-1.0;3.0;1.0;760000;84.0;75020;3000;3.0;6.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;0;0;0;-1.0;5.0;3.0;290000;33.0;75019;1270;5.0;6.0
1.0;1;14.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;5.0;95000;14.0;75020;644;1.0;6.0
4.0;2;-1.0;0;0;0;1;0;0;0;1;0;0;0;0;3.0;4.0;4.0;1060000;81.0;75003;2976;3.0;6.0
3.0;2;31.0;1;1;1;0;0;1;0;1;0;0;0;0;-1.0;3.0;3.0;568000;67.0;75017;3024;1.0;6.0
3.0;2;-1.0;0;0;0;1;0;0;0;1;0;0;0;1;5.0;5.0;3.0;325000;38.0;75013;0;4.0;5.0
5.0;1;-1.0;0;1;1;1;0;1;0;1;1;0;0;0;3.0;5.0;3.0;663000;100.0;75013;0;4.0;31.0
5.0;5;23.0;0;1;0;1;0;1;0;0;0;0;0;1;3.0;6.0;6.0;1595000;129.0;75007;12360;1.0;5.0
4.0;3;-1.0;0;0;0;0;0;1;0;1;0;1;0;1;3.0;3.0;1.0;2310000;116.1;75007;0;4.0;5.0
3.0;2;-1.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;4.0;345000;38.4;75018;2200;1.0;7.0
2.0;1;21.5;0;0;0;0;0;0;0;1;0;0;0;0;3.0;6.0;2.0;399000;38.4;75013;0;3.0;4.0
4.0;2;-1.0;1;1;0;0;0;0;0;1;0;0;0;0;1.0;5.0;3.0;885000;83.0;75018;0;2.0;7.0
1.0;1;11.0;0;0;0;0;0;1;0;1;0;1;0;1;-1.0;5.0;3.0;129000;11.0;75010;600;5.0;6.0
2.0;1;23.7;0;0;0;1;0;1;0;1;0;1;0;0;3.0;5.0;2.0;479000;-1.0;75018;0;5.0;6.0
4.0;3;-1.0;0;1;0;1;0;0;0;0;0;0;0;1;-1.0;3.0;1.0;1209600;140.0;75011;2000;3.0;4.0
3.0;3;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;5.0;2.0;359000;45.0;75018;240020;2.0;6.0
5.0;3;-1.0;0;1;0;1;0;1;0;0;0;0;0;0;-1.0;6.0;3.0;1515000;128.0;75008;5392;1.0;6.0
4.0;2;45.0;1;1;0;1;0;1;0;1;1;0;0;0;5.0;5.0;3.0;980000;103.0;75016;0;4.0;9.0
5.0;3;48.5;0;1;0;1;0;1;0;1;1;1;0;0;3.0;3.0;3.0;2790000;150.4;75003;7440;4.0;7.0
6.0;4;38.0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;1378230;164.0;75010;4900;5.0;6.0
3.0;2;-1.0;1;1;1;1;0;1;0;1;1;0;0;0;-1.0;4.0;2.0;690000;75.0;75012;3024;2.0;6.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;0;0;1;5.0;5.0;3.0;582000;53.0;75014;0;3.0;4.0
3.0;2;-1.0;0;1;1;0;0;1;1;1;1;0;0;1;1.0;4.0;3.0;595000;101.0;75013;7740;30.0;30.0
1.0;1;14.6;0;0;0;0;0;0;0;0;0;0;0;0;3.0;5.0;3.0;220000;14.6;75001;996;4.0;4.0
6.0;4;38.0;1;1;0;0;0;1;0;0;0;0;0;0;-1.0;4.0;4.0;1578150;167.0;75010;4000;4.0;6.0
2.0;1;11.0;0;0;0;0;0;0;0;1;0;0;0;1;5.0;5.0;3.0;266000;25.0;75010;728;6.0;6.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;0;-1.0;4.0;4.0;530000;51.0;75017;2897;7.0;8.0
1.0;1;29.0;0;0;0;0;0;0;0;1;0;0;0;0;5.0;4.0;4.0;239000;29.0;75015;149196;6.0;6.0
1.0;1;43.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;4.0;2.0;535000;43.0;75008;0;6.0;6.0
4.0;3;26.0;0;1;0;0;0;1;0;1;0;0;0;1;-1.0;4.0;1.0;689000;81.0;75020;2648;2.0;4.0
5.0;3;-1.0;1;1;1;1;0;1;0;1;1;0;0;1;3.0;4.0;4.0;3710000;140.0;75008;0;8.0;9.0
4.0;2;-1.0;1;1;1;0;0;1;0;1;0;0;0;1;-1.0;4.0;2.0;760000;86.0;75020;4200;2.0;5.0
4.0;3;-1.0;0;1;1;1;0;0;0;1;1;0;0;0;1.0;3.0;3.0;410000;76.0;75013;5986;21.0;30.0
2.0;1;23.0;0;1;0;0;0;0;0;0;1;0;0;0;5.0;4.0;4.0;585000;56.6;75015;4346;10.0;30.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;1;0;1;-1.0;5.0;2.0;509600;42.2;75003;1120;4.0;6.0
3.0;1;21.0;1;1;0;1;0;1;0;1;1;0;0;0;3.0;4.0;4.0;585000;58.0;75012;0;6.0;12.0
3.0;2;30.0;0;0;0;1;0;1;0;1;1;1;0;1;3.0;4.0;4.0;2040000;95.0;75007;3500;1.0;3.0
5.0;2;-1.0;1;1;1;1;0;1;1;1;0;1;0;1;-1.0;3.0;3.0;995000;106.0;75017;3954;8.0;8.0
1.0;1;15.6;0;1;0;0;0;1;0;1;0;0;0;1;1.0;6.0;3.0;319000;28.6;75017;840;1.0;5.0
6.0;3;28.5;0;1;1;1;0;1;1;0;1;0;0;0;3.0;4.0;6.0;2050000;161.0;75016;7584;6.0;7.0
7.0;4;-1.0;1;1;0;1;0;1;1;1;1;0;0;0;3.0;4.0;4.0;2220000;191.0;75014;6600;2.0;6.0
5.0;3;-1.0;1;0;0;1;0;0;0;0;0;0;0;1;3.0;6.0;6.0;566000;77.6;75015;1778;6.0;6.0
2.0;1;-1.0;0;1;1;1;0;1;0;1;0;0;0;1;3.0;4.0;4.0;465000;60.0;75015;0;4.0;8.0
3.0;1;-1.0;0;0;0;1;0;0;1;1;0;0;0;1;-1.0;6.0;6.0;850000;77.0;75008;440004;3.0;4.0
2.0;1;23.0;1;1;0;0;0;1;0;1;0;1;0;0;3.0;2.0;2.0;275000;42.2;75019;1524;7.0;9.0
2.0;1;32.0;0;1;1;1;0;1;0;1;1;0;0;0;5.0;4.0;4.0;478000;54.0;75020;3283;3.0;7.0
6.0;4;-1.0;0;1;1;1;0;1;0;1;1;0;0;1;-1.0;5.0;5.0;3100000;230.0;75016;2035;3.0;8.0
3.0;2;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4.0;2.0;670000;68.4;75011;0;1.0;2.0
1.0;1;16.0;0;1;0;0;0;0;0;1;0;0;0;1;1.0;5.0;3.0;283500;23.0;75015;1300;7.0;7.0
3.0;2;-1.0;0;0;0;0;0;1;0;1;1;0;0;1;-1.0;5.0;2.0;645000;62.0;75013;2268;2.0;3.0
8.0;4;35.3;0;1;0;1;0;1;0;1;1;1;0;1;5.0;4.0;4.0;3990000;304.0;75017;10800;2.0;6.0
4.0;2;35.4;1;1;0;0;0;1;0;1;1;0;0;0;1.0;4.0;4.0;875000;92.4;75016;0;4.0;7.0
3.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;580000;63.0;75014;0;1.0;6.0
2.0;1;16.0;1;1;0;1;0;0;0;1;1;1;0;0;1.0;4.0;5.0;399000;40.1;75019;1992;4.0;8.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;6.0;3.0;445000;33.0;75014;0;1.0;-1.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;399000;48.0;75015;0;21.0;31.0
1.0;1;16.0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;5.0;3.0;199000;16.7;75008;0;6.0;6.0
2.0;1;15.0;1;1;0;0;0;0;0;1;1;0;0;0;3.0;5.0;5.0;669000;54.0;75017;0;4.0;8.0
4.0;2;31.3;1;1;1;1;0;0;0;1;1;0;0;0;5.0;5.0;3.0;2995000;102.0;75008;13200;8.0;10.0
3.0;1;-1.0;0;0;0;0;0;0;0;1;0;0;0;0;1.0;5.0;3.0;620000;53.3;75014;0;3.0;6.0
1.0;1;16.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;2.0;182000;16.0;75011;659;2.0;-1.0
3.0;2;-1.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;595000;43.0;75008;0;2.0;-1.0
1.0;1;10.0;0;1;0;0;0;1;0;1;1;1;0;1;-1.0;5.0;3.0;100000;10.0;75010;240;6.0;6.0
5.0;3;39.4;0;1;1;1;0;1;1;1;1;0;0;0;5.0;6.0;6.0;2970000;156.0;75008;9000;4.0;5.0
4.0;2;-1.0;0;1;0;1;0;1;0;1;0;0;0;0;-1.0;5.0;4.0;679000;84.1;75015;2160;5.0;-1.0
4.0;2;-1.0;0;1;0;1;0;0;0;1;0;0;0;0;-1.0;4.0;4.0;599000;84.1;75015;2184;3.0;-1.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;5.0;4.0;4.0;435000;54.0;75015;3000;1.0;-1.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;262500;29.4;75018;2388;1.0;7.0
1.0;1;44.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;2.0;270000;44.0;75019;1300;4.0;4.0
