Nombre de pieces;Nombre de chambres;Superficie salon (m²);Balcon;Ascenseur;Parking;Cave;Accessible_mobilité_réduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis à vis;Calme;Exposition;DPE;GES;prix;superficie;arrondissement;charges_annuelles;Etage;Total_etages
2.0;1;9.0;0;0;0;1;0;1;0;0;0;0;0;1;-1.0;4.0;2.0;298000;28.0;75012;1000;2.0;6.0
4.0;2;-1.0;0;0;0;1;0;1;0;0;0;1;1;1;3.0;6.0;3.0;1090000;85.0;75116;3984;4.0;5.0
2.0;1;-1.0;0;1;0;1;0;1;0;0;1;1;0;1;1.0;4.0;5.0;412000;44.0;75015;2560;1.0;12.0
6.0;4;36.1;1;1;0;1;0;1;0;1;1;0;0;0;3.0;4.0;3.0;1351000;155.0;75018;7440;7.0;8.0
1.0;1;27.3;0;1;0;1;0;1;0;1;0;0;0;1;-1.0;4.0;4.0;289000;27.3;75010;1812;4.0;-1.0
5.0;4;-1.0;1;1;0;1;0;0;0;0;1;0;0;0;-1.0;4.0;4.0;1030820;115.0;75015;0;5.0;-1.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;4.0;2.0;375000;34.1;75009;1218;5.0;6.0
2.0;1;17.0;0;0;0;0;0;1;0;1;0;1;1;1;-1.0;4.0;2.0;270000;30.0;75019;0;0.0;-1.0
4.0;3;-1.0;0;1;0;1;0;1;0;1;0;1;0;1;-1.0;4.0;4.0;1250000;99.0;75011;4600;9.0;9.0
4.0;3;-1.0;1;1;0;0;0;1;0;1;0;1;0;0;-1.0;3.0;3.0;915000;85.0;75010;3478;2.0;8.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;660000;51.0;75011;0;15.0;15.0
2.0;1;-1.0;0;1;0;1;0;0;0;0;1;0;0;1;3.0;4.0;4.0;580000;47.0;75116;0;8.0;8.0
3.0;2;28.0;1;0;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;5.0;1100000;84.0;75001;1680;5.0;6.0
1.0;1;43.0;0;0;0;1;0;0;0;1;1;1;0;0;-1.0;4.0;3.0;430000;43.0;75002;1900;4.0;6.0
2.0;1;14.8;0;1;0;0;0;1;0;1;0;0;1;1;-1.0;6.0;6.0;415000;32.0;75007;0;-1.0;-1.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;2.0;415000;48.0;75010;1590;3.0;6.0
1.0;1;13.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;3.0;148400;13.0;75016;1044;3.0;-1.0
3.0;2;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;5.0;5.0;3.0;785000;77.0;75008;3240;0.0;5.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;2.0;610000;55.0;75004;1500;1.0;5.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;6.0;4.0;775000;63.0;75001;1784;1.0;5.0
4.0;2;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;6.0;6.0;1090000;107.0;75010;0;0.0;-1.0
7.0;3;100.0;0;0;0;0;0;0;0;1;0;1;0;1;-1.0;2.0;3.0;1942500;250.0;75012;4700;-1.0;-1.0
1.0;1;15.2;0;0;0;0;0;1;0;1;1;0;0;0;3.0;4.0;4.0;175100;15.2;75116;500;0.0;-1.0
1.0;1;22.0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;146000;22.0;75012;0;6.0;-1.0
2.0;1;30.0;0;1;0;1;0;0;0;1;0;0;1;0;-1.0;4.0;4.0;689000;58.0;75011;1440;2.0;-1.0
5.0;4;47.0;0;0;0;0;0;0;0;0;0;1;0;1;-1.0;4.0;4.0;1248000;130.0;75015;0;2.0;3.0
4.0;2;25.0;1;1;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;3.0;734000;69.0;75015;2790;1.0;6.0
2.0;1;22.0;0;1;0;1;0;1;0;1;0;1;0;1;-1.0;5.0;3.0;425500;41.0;75015;1434;6.0;6.0
3.0;2;22.0;1;1;1;1;0;1;0;1;0;0;0;1;-1.0;3.0;3.0;925000;66.0;75015;2792;4.0;5.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;-1.0;6.0;3.0;599000;50.0;75002;1241;4.0;6.0
4.0;3;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;5.0;5.0;1150000;94.0;75002;3528;4.0;6.0
1.0;1;20.0;1;0;0;0;0;0;0;0;0;1;0;0;3.0;3.0;3.0;325000;35.5;75015;4100;2.0;1.0
3.0;2;-1.0;1;1;1;1;0;0;0;0;1;0;0;0;3.0;4.0;2.0;769000;72.9;75015;0;3.0;-1.0
2.0;1;22.0;0;1;0;1;0;1;0;0;1;0;0;1;3.0;4.0;4.0;389000;50.0;75019;0;4.0;5.0
4.0;2;19.5;0;0;0;1;0;1;0;1;0;0;1;1;3.0;5.0;5.0;690000;64.5;75010;0;3.0;6.0
2.0;1;21.1;1;1;0;1;0;1;0;1;0;1;0;0;3.0;6.0;6.0;380000;40.0;75015;2400;7.0;7.0
3.0;2;23.0;0;1;0;1;0;1;0;1;0;0;1;1;3.0;6.0;3.0;649950;60.0;75014;4992;6.0;6.0
2.0;1;10.7;0;0;0;1;0;0;0;1;0;0;0;0;3.0;5.0;2.0;335000;34.2;75015;1920;3.0;3.0
6.0;1;-1.0;0;1;0;1;0;0;0;1;0;0;0;0;-1.0;5.0;2.0;1930000;137.4;75008;6092;4.0;6.0
1.0;1;17.4;0;0;0;0;0;1;0;1;0;0;1;0;-1.0;4.0;2.0;380000;31.5;75009;0;5.0;5.0
2.0;1;-1.0;0;1;0;1;0;1;1;1;0;0;1;1;3.0;5.0;5.0;595000;58.0;75001;2520;1.0;5.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;1;1;0;5.0;3.0;3.0;375000;42.0;75014;2013;12.0;13.0
2.0;1;34.0;0;0;0;1;0;0;0;1;0;1;0;0;5.0;4.0;1.0;430000;61.0;75020;1348;3.0;3.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;1;0;0;5.0;4.0;1.0;395000;34.0;75018;2220;4.0;6.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;1;1;-1.0;6.0;3.0;415000;44.0;75018;1248;4.0;6.0
4.0;3;24.2;1;1;0;1;0;1;0;1;1;0;1;1;3.0;4.0;2.0;798000;88.8;75014;3898;3.0;16.0
5.0;4;-1.0;0;1;0;1;0;1;1;1;1;0;1;1;3.0;4.0;4.0;1127500;105.0;75012;3360;1.0;6.0
2.0;1;-1.0;1;1;1;1;0;0;0;1;0;0;1;1;-1.0;4.0;4.0;550000;50.2;75014;0;4.0;8.0
6.0;4;32.0;0;1;0;0;0;1;0;1;0;0;1;0;3.0;3.0;3.0;1600000;153.5;75010;3600;3.0;6.0
3.0;2;15.7;0;0;0;0;0;0;0;1;0;1;0;0;3.0;6.0;3.0;399000;49.0;75019;1248;4.0;4.0
2.0;1;23.1;0;1;0;0;0;0;0;1;0;1;1;1;3.0;5.0;2.0;408450;37.4;75001;1164;1.0;5.0
2.0;1;12.0;0;0;0;0;0;0;0;1;1;0;0;1;-1.0;5.0;5.0;350000;37.0;75010;107496;1.0;5.0
2.0;1;14.0;0;0;0;0;0;1;0;1;0;0;0;1;-1.0;5.0;3.0;329000;30.0;75016;1884;4.0;4.0
4.0;3;-1.0;1;1;0;1;0;1;0;1;1;0;1;1;3.0;4.0;4.0;630000;92.0;75018;4200;2.0;12.0
6.0;4;-1.0;0;1;1;1;0;1;0;1;1;0;1;1;3.0;5.0;5.0;2096000;208.0;75017;5820;3.0;-1.0
4.0;3;-1.0;1;1;1;0;0;1;0;1;1;0;0;0;-1.0;4.0;4.0;799000;93.0;75011;5440;1.0;9.0
3.0;2;14.0;1;1;0;0;0;0;0;1;1;0;0;1;-1.0;4.0;4.0;510000;59.0;75016;3852;8.0;10.0
5.0;3;30.4;0;1;0;0;0;0;1;1;0;0;0;0;5.0;4.0;2.0;1495000;127.9;75010;2720;4.0;6.0
5.0;3;32.9;1;1;0;1;0;1;0;0;1;0;1;1;3.0;3.0;1.0;1150000;132.2;75012;462732;8.0;10.0
3.0;1;24.5;1;1;0;0;0;0;0;1;0;0;0;1;3.0;5.0;3.0;550200;56.0;75015;3161;8.0;8.0
2.0;1;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;3.0;6.0;2.0;510000;48.0;75014;1500;5.0;6.0
3.0;2;-1.0;0;1;0;1;0;1;1;1;0;0;1;1;3.0;4.0;3.0;830000;82.0;75011;3180;4.0;8.0
3.0;2;20.6;0;0;0;1;0;1;0;1;0;0;0;0;1.0;4.0;4.0;800000;74.8;75018;2916;4.0;4.0
2.0;1;15.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;3.0;1.0;275000;33.1;75018;1967;2.0;5.0
4.0;3;-1.0;0;0;1;0;0;1;0;1;0;0;0;1;3.0;4.0;4.0;525000;85.1;75013;2100;3.0;-1.0
1.0;1;26.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;5.0;2.0;255000;26.0;75014;1200;1.0;6.0
2.0;1;-1.0;0;1;0;1;0;0;0;0;0;1;0;0;1.0;6.0;3.0;320000;30.0;75014;1216;1.0;5.0
3.0;2;-1.0;1;1;1;1;0;1;0;1;1;0;0;1;-1.0;3.0;1.0;703500;67.0;75012;2575;2.0;7.0
2.0;1;23.8;0;1;0;0;0;1;0;1;1;0;0;0;5.0;4.0;3.0;985000;53.6;75007;0;2.0;6.0
2.0;1;-1.0;0;1;1;0;0;1;0;1;0;0;0;0;-1.0;4.0;3.0;360000;52.0;75013;3536;6.0;30.0
3.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;3.0;5.0;3.0;385000;38.9;75008;0;6.0;6.0
2.0;1;26.0;0;0;0;0;0;0;0;1;0;0;0;0;-1.0;5.0;2.0;480000;54.0;75011;1683;2.0;4.0
3.0;1;33.5;0;0;0;1;0;0;0;1;1;1;0;1;1.0;5.0;3.0;895000;49.5;75007;217832;2.0;2.0
3.0;1;15.6;0;0;0;1;0;1;0;1;0;0;0;0;3.0;5.0;5.0;276000;56.2;75013;2500;5.0;5.0
2.0;1;18.0;0;0;0;1;0;0;0;1;1;1;1;0;1.0;5.0;2.0;285000;32.0;75019;196504;2.0;4.0
3.0;1;14.0;0;0;0;0;0;1;0;1;0;0;0;1;1.0;5.0;3.0;369000;50.0;75018;1248;6.0;6.0
1.0;1;20.0;0;0;0;0;0;1;0;1;0;1;1;1;3.0;6.0;5.0;236000;20.0;75010;960;1.0;2.0
3.0;2;28.1;1;1;0;1;0;1;0;1;0;0;0;1;1.0;3.0;3.0;839000;85.5;75017;0;6.0;6.0
2.0;1;14.0;0;0;0;1;0;1;0;1;0;1;0;0;3.0;5.0;2.0;329000;30.8;75020;0;4.0;4.0
4.0;2;26.3;0;1;0;1;0;1;1;1;0;0;0;1;3.0;4.0;4.0;1365000;117.0;75010;2520;5.0;6.0
2.0;1;15.9;0;1;0;1;0;0;0;1;0;0;1;0;1.0;4.0;2.0;365000;43.2;75018;1392;4.0;6.0
1.0;1;12.2;0;0;0;0;0;0;0;1;0;0;0;0;3.0;6.0;3.0;173000;21.0;75010;792;1.0;2.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;1;0;1;0;5.0;5.0;2.0;365000;35.0;75017;105480;2.0;6.0
4.0;2;14.9;0;1;0;1;0;1;0;1;1;0;1;0;-1.0;5.0;5.0;1155000;104.3;75007;0;1.0;6.0
3.0;2;29.9;0;0;0;1;0;1;1;1;0;1;1;1;3.0;4.0;2.0;750000;57.6;75014;116127;4.0;5.0
6.0;4;36.0;1;1;0;1;0;1;0;1;0;0;0;0;3.0;4.0;4.0;2190000;192.0;75008;5796;2.0;6.0
1.0;1;13.9;0;1;0;0;0;1;0;1;1;0;0;1;1.0;5.0;3.0;248000;23.6;75013;0;5.0;7.0
4.0;2;11.0;0;0;0;1;0;0;0;1;0;0;1;1;1.0;6.0;3.0;546000;52.9;75015;2617;2.0;6.0
2.0;1;15.3;0;1;0;0;0;1;0;1;1;1;0;0;1.0;6.0;3.0;395000;29.7;75017;0;6.0;6.0
2.0;1;-1.0;0;1;0;0;0;1;0;0;0;0;0;0;-1.0;5.0;2.0;378000;39.0;75012;800;5.0;5.0
2.0;1;25.2;1;1;0;1;0;1;0;1;1;1;0;1;3.0;4.0;4.0;352000;44.1;75020;1692;1.0;15.0
3.0;2;-1.0;0;0;0;1;0;0;0;1;0;1;0;0;3.0;5.0;5.0;765000;67.1;75017;0;3.0;4.0
4.0;3;-1.0;0;1;0;0;0;0;0;1;1;0;0;0;-1.0;4.0;4.0;675000;80.0;75010;217152;1.0;5.0
1.0;1;32.3;0;0;0;1;0;0;0;1;0;0;0;1;-1.0;5.0;2.0;320000;32.3;75018;0;1.0;1.0
1.0;1;14.4;0;1;0;1;0;1;0;1;1;0;1;1;3.0;5.0;5.0;225000;26.9;75019;191448;3.0;7.0
3.0;2;25.0;1;1;0;1;0;0;0;1;1;0;1;0;1.0;6.0;5.0;582000;63.0;75013;3000;2.0;12.0
7.0;1;-1.0;0;1;1;1;0;1;0;1;1;0;1;0;3.0;4.0;4.0;848000;138.6;75013;10596;20.0;30.0
4.0;3;32.8;0;0;0;0;0;0;0;0;0;1;1;0;3.0;4.0;4.0;1049000;100.0;75014;0;1.0;6.0
2.0;1;19.0;0;1;1;0;0;0;0;0;0;0;0;0;-1.0;3.0;3.0;355000;44.0;75019;0;1.0;10.0
4.0;3;26.2;0;1;0;1;0;1;0;1;0;0;1;1;3.0;4.0;4.0;940000;89.0;75011;1883;1.0;6.0
4.0;3;-1.0;0;1;0;1;0;1;0;1;0;0;1;1;5.0;3.0;3.0;699000;83.0;75011;0;1.0;6.0
3.0;2;30.0;0;1;0;1;0;0;0;0;0;0;0;0;3.0;5.0;6.0;770000;95.0;75005;2420;6.0;6.0
5.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;0;5.0;6.0;6.0;860000;118.4;75018;4968;8.0;8.0
3.0;1;29.0;0;1;0;1;0;1;1;1;1;1;1;1;3.0;4.0;4.0;779000;54.0;75015;2100;3.0;6.0
3.0;2;15.6;0;0;0;0;0;0;0;1;1;0;0;0;1.0;4.0;2.0;625000;43.3;75008;0;2.0;6.0
3.0;2;13.9;0;1;0;1;0;1;0;1;0;0;0;0;3.0;5.0;3.0;625000;56.2;75017;0;2.0;6.0
5.0;4;29.0;1;1;1;0;0;0;0;1;1;0;0;1;3.0;3.0;1.0;790000;108.0;75013;506716;5.0;7.0
3.0;2;27.0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;849000;62.0;75016;0;1.0;-1.0
1.0;1;10.0;0;0;0;0;0;0;0;1;0;0;1;1;1.0;5.0;3.0;114000;10.0;75010;320;6.0;6.0
7.0;3;35.0;0;1;0;0;0;1;0;1;1;0;0;1;3.0;5.0;5.0;1979000;161.0;75008;0;5.0;7.0
4.0;2;-1.0;0;1;0;1;0;0;0;0;1;0;0;0;1.0;4.0;4.0;809000;92.1;75017;0;4.0;6.0
1.0;1;12.1;0;0;0;0;0;0;0;1;0;1;0;0;1.0;4.0;2.0;250000;16.3;75003;0;3.0;5.0
3.0;2;-1.0;1;1;0;0;0;0;0;1;1;0;0;1;-1.0;4.0;3.0;450000;50.0;75013;2400;3.0;12.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;1;0;0;0;3.0;5.0;5.0;799000;73.0;75017;2820;3.0;6.0
3.0;1;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;1.0;5.0;5.0;645000;53.0;75003;0;2.0;5.0
3.0;2;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;3.0;4.0;4.0;640000;64.0;75014;0;1.0;6.0
2.0;1;17.0;0;1;0;1;0;0;0;0;0;0;0;0;3.0;5.0;2.0;498000;42.4;75005;1320;1.0;6.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;1;0;1;-1.0;5.0;3.0;220000;25.8;75014;0;2.0;-1.0
3.0;2;-1.0;1;1;0;1;0;1;0;0;0;0;0;1;3.0;6.0;6.0;677000;55.0;75004;0;4.0;6.0
2.0;1;19.0;1;1;1;1;0;1;0;1;1;0;1;1;5.0;5.0;3.0;520000;48.4;75018;3000;5.0;7.0
2.0;2;-1.0;0;1;0;0;0;0;0;1;1;0;1;1;3.0;5.0;3.0;577500;53.0;75004;0;3.0;6.0
3.0;2;-1.0;1;1;0;1;0;1;0;0;0;0;0;1;3.0;6.0;6.0;677000;55.0;75011;0;4.0;6.0
1.0;1;20.0;0;0;0;0;0;0;0;0;0;1;0;1;3.0;5.0;3.0;278000;20.0;75003;0;2.0;5.0
1.0;1;16.0;0;0;0;0;0;0;0;1;0;0;0;1;5.0;4.0;4.0;310000;28.0;75003;920;5.0;5.0
3.0;1;-1.0;0;1;0;0;0;1;0;1;1;0;0;1;-1.0;5.0;3.0;440000;45.0;75015;2620;2.0;8.0
2.0;1;13.0;1;1;0;1;0;0;0;1;1;0;1;0;3.0;3.0;3.0;370000;39.0;75012;1800;7.0;13.0
1.0;1;23.0;0;1;0;0;0;1;0;1;1;0;0;1;-1.0;4.0;4.0;233500;23.0;75015;1479;1.0;8.0
3.0;2;11.3;0;0;0;1;0;0;0;1;1;0;1;0;3.0;5.0;4.0;510000;54.5;75015;0;1.0;6.0
1.0;1;21.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;457000;36.0;75008;0;6.0;8.0
3.0;2;-1.0;0;0;0;1;0;0;0;1;0;0;0;1;3.0;5.0;5.0;399000;56.0;75018;2360;4.0;6.0
1.0;1;21.0;0;1;0;1;0;1;0;1;0;1;0;0;-1.0;3.0;1.0;278000;31.0;75020;833;3.0;4.0
1.0;1;8.0;0;1;0;0;0;0;0;1;1;0;0;0;1.0;5.0;3.0;90000;8.0;75016;364;6.0;6.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;0;0;1;-1.0;6.0;3.0;499000;47.0;75011;131796;3.0;4.0
1.0;1;54.0;0;1;0;0;0;1;0;1;0;0;0;0;5.0;4.0;4.0;495000;54.0;75015;4176;2.0;5.0
1.0;1;20.0;0;1;0;0;0;1;0;1;1;0;0;0;-1.0;5.0;2.0;274000;20.0;75017;800;6.0;6.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;1;0;1;1;1.0;5.0;3.0;525000;43.0;75010;0;5.0;5.0
2.0;1;17.0;0;1;0;0;0;0;0;0;0;0;0;0;5.0;5.0;3.0;244000;32.9;75019;0;6.0;6.0
3.0;1;-1.0;1;1;0;1;0;1;0;1;1;0;1;1;1.0;5.0;2.0;642680;54.9;75015;2800;4.0;6.0
1.0;1;18.0;0;0;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;3.0;149000;18.0;75018;0;1.0;5.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;0;0;1;3.0;5.0;3.0;220000;36.0;75018;0;2.0;3.0
5.0;3;-1.0;1;1;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;5.0;995000;103.0;75018;3360;2.0;7.0
2.0;1;8.0;0;0;0;1;0;1;0;1;0;0;0;1;5.0;5.0;3.0;235000;22.0;75002;984;2.0;5.0
2.0;1;23.0;1;1;0;0;0;1;1;1;0;0;1;0;1.0;4.0;2.0;720000;51.0;75116;1300;3.0;6.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;1;0;0;1;3.0;6.0;3.0;572000;48.0;75018;2070;4.0;6.0
1.0;1;37.0;1;1;0;1;0;1;0;1;0;1;0;1;-1.0;5.0;3.0;360000;37.0;75018;1856;7.0;8.0
3.0;2;-1.0;0;0;0;0;0;1;0;1;0;0;0;1;3.0;4.0;2.0;435000;46.0;75012;1738;3.0;3.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;1;0;1;1;3.0;4.0;4.0;430000;50.0;75015;5400;30.0;30.0
3.0;2;-1.0;1;1;0;1;0;1;0;1;1;0;1;1;3.0;5.0;5.0;885000;75.5;75015;0;16.0;16.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;1;1;-1.0;5.0;5.0;449000;32.0;75011;1752;1.0;7.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;2.0;350000;42.0;75013;1500;3.0;7.0
3.0;2;15.0;0;1;0;0;0;1;0;1;0;0;0;0;5.0;4.0;3.0;649000;58.0;75005;3060;1.0;5.0
1.0;1;29.0;0;0;0;0;0;0;0;1;0;0;0;0;-1.0;4.0;3.0;349000;29.0;75014;1400;5.0;7.0
1.0;1;20.0;0;0;0;1;0;1;0;1;0;1;0;1;-1.0;5.0;5.0;180000;20.0;75018;756;1.0;-1.0
3.0;2;-1.0;1;0;0;1;0;1;0;1;0;1;0;1;5.0;5.0;5.0;465000;45.0;75013;1476;4.0;5.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;0;0;0;1;5.0;4.0;4.0;550000;61.0;75012;2964;5.0;8.0
3.0;1;29.0;0;0;0;1;0;0;0;0;1;1;0;0;3.0;6.0;6.0;599000;86.1;75020;4000;1.0;12.0
2.0;1;25.0;0;0;0;0;0;0;0;0;0;1;1;1;-1.0;5.0;2.0;289000;36.0;75019;1200;4.0;4.0
2.0;1;27.0;0;1;0;1;0;1;0;0;1;1;0;1;1.0;3.0;3.0;460000;48.0;75014;2800;1.0;6.0
2.0;1;24.9;0;1;0;0;0;0;0;1;0;0;0;0;1.0;4.0;4.0;470000;52.9;75013;1887;6.0;12.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;1;1;1;1;1.0;3.0;3.0;515000;53.0;75020;3084;4.0;9.0
3.0;2;-1.0;0;0;0;1;0;1;0;1;0;1;1;1;3.0;5.0;2.0;675000;66.0;75020;3623;3.0;4.0
3.0;2;27.2;1;1;0;0;0;1;0;1;1;0;0;0;3.0;5.0;3.0;774800;70.0;75016;0;5.0;9.0
1.0;1;23.0;0;0;0;0;0;0;0;0;0;0;1;0;3.0;5.0;2.0;238000;23.0;75002;0;3.0;6.0
3.0;2;-1.0;0;0;0;1;0;0;0;1;0;0;0;1;-1.0;6.0;6.0;395000;56.0;75018;0;2.0;3.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;-1.0;6.0;3.0;409000;45.0;75011;0;1.0;6.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;-1.0;6.0;3.0;409000;45.0;75011;0;1.0;6.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;1;0;1;-1.0;4.0;2.0;389000;29.0;75018;0;2.0;4.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;1;0;1;-1.0;4.0;1.0;452000;35.0;75002;964;5.0;5.0
2.0;1;19.0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;6.0;3.0;437000;45.5;75018;2150;1.0;4.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;4.0;5.0;630000;56.0;75015;0;1.0;-1.0
5.0;3;-1.0;1;1;0;1;0;1;0;0;1;0;1;1;3.0;3.0;3.0;1148500;119.0;75010;5848;10.0;10.0
3.0;2;11.3;0;0;0;0;0;1;0;1;0;0;1;0;3.0;6.0;3.0;415000;50.0;75019;1380;1.0;6.0
1.0;1;14.0;0;1;0;1;0;1;0;1;1;0;0;0;-1.0;5.0;5.0;280000;30.0;75012;2125;3.0;7.0
3.0;2;18.0;0;1;0;1;0;0;0;1;0;0;0;0;3.0;4.0;2.0;549500;63.0;75020;3511;5.0;6.0
4.0;3;-1.0;1;1;0;1;0;1;0;1;1;0;0;1;5.0;5.0;2.0;738000;85.0;75018;0;4.0;5.0
2.0;1;-1.0;1;1;0;1;0;1;0;1;0;1;1;1;5.0;5.0;2.0;499000;56.0;75018;0;5.0;6.0
3.0;2;-1.0;0;0;0;0;0;1;0;1;0;1;0;1;3.0;3.0;1.0;475000;56.0;75018;0;3.0;4.0
3.0;1;-1.0;1;1;0;1;0;1;0;1;0;1;1;1;5.0;5.0;2.0;499000;56.0;75018;0;5.0;6.0
1.0;1;19.2;0;1;0;0;0;1;0;0;0;0;1;0;-1.0;5.0;2.0;250000;19.2;75003;0;5.0;-1.0
5.0;3;-1.0;1;0;0;0;0;1;0;1;0;1;0;1;5.0;5.0;4.0;999000;130.0;75018;0;5.0;5.0
3.0;1;22.5;0;0;0;1;0;1;0;1;1;1;1;1;3.0;6.0;3.0;490000;41.8;75017;0;1.0;6.0
3.0;1;12.6;0;0;0;1;0;0;0;0;0;0;1;0;-1.0;6.0;3.0;550000;43.5;75009;0;2.0;-1.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;1;1;1;3.0;5.0;3.0;429000;43.0;75019;0;4.0;6.0
3.0;2;22.0;0;1;0;1;0;1;0;1;1;0;1;1;-1.0;4.0;4.0;639000;66.0;75011;0;1.0;6.0
3.0;2;-1.0;0;1;1;1;0;1;0;1;1;0;1;1;3.0;4.0;4.0;620000;66.0;75011;0;1.0;6.0
4.0;3;27.0;1;1;0;1;0;1;0;1;0;0;1;1;3.0;6.0;6.0;420000;76.0;75019;0;6.0;8.0
3.0;1;-1.0;1;1;0;1;0;1;0;1;1;0;0;1;3.0;4.0;3.0;465000;48.0;75015;0;1.0;6.0
2.0;1;22.0;1;1;0;1;0;0;0;0;1;0;1;1;1.0;5.0;5.0;425000;60.0;75019;0;4.0;26.0
2.0;1;14.0;0;0;0;0;0;0;0;1;0;0;0;1;-1.0;5.0;2.0;360000;25.0;75004;1008;1.0;4.0
2.0;1;30.0;0;0;0;0;0;1;0;1;0;1;1;0;-1.0;5.0;3.0;550000;48.2;75009;0;5.0;5.0
1.0;1;14.6;1;1;0;0;0;1;0;1;0;1;0;0;-1.0;4.0;4.0;370000;22.6;75005;0;5.0;-1.0
2.0;1;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;-1.0;6.0;6.0;621600;56.0;75016;3053;3.0;7.0
3.0;2;-1.0;0;0;0;0;0;1;0;1;1;0;1;1;3.0;4.0;3.0;390000;51.0;75018;0;4.0;6.0
1.0;1;31.0;0;1;0;0;0;1;0;0;0;0;0;1;5.0;6.0;6.0;320000;31.0;75005;1560;5.0;6.0
1.0;1;9.0;0;0;0;0;0;1;0;1;0;0;0;1;-1.0;5.0;3.0;115000;9.0;75010;900;4.0;5.0
1.0;1;18.0;0;1;0;0;0;1;0;1;1;0;0;1;5.0;5.0;5.0;323000;28.0;75010;2416;5.0;7.0
1.0;1;32.0;0;0;0;1;0;0;0;1;0;0;0;1;3.0;4.0;1.0;325000;37.0;75012;1158;2.0;3.0
5.0;3;-1.0;0;1;0;1;0;1;1;1;1;0;1;1;5.0;5.0;5.0;1530000;130.0;75016;6200;4.0;5.0
4.0;3;-1.0;1;1;0;1;0;0;0;0;1;1;1;1;3.0;3.0;1.0;627000;82.0;75012;2500;1.0;7.0
1.0;1;12.0;0;1;0;1;0;1;0;1;0;1;0;1;-1.0;5.0;3.0;159000;12.0;75005;0;6.0;6.0
1.0;1;17.0;0;0;0;0;0;0;0;1;0;0;0;1;-1.0;5.0;2.0;185000;17.0;75018;0;1.0;6.0
2.0;1;-1.0;0;0;0;1;0;0;0;1;0;1;0;1;3.0;4.0;2.0;254000;27.0;75017;0;2.0;5.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;1;0;0;-1.0;4.0;4.0;550000;55.0;75017;2400;3.0;7.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;3.0;5.0;4.0;670000;65.0;75014;0;3.0;7.0
