Nombre de pieces;Nombre de chambres;Superficie salon (m);Balcon;Ascenseur;Parking;Cave;Accessible_mobilit_rduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis  vis;Calme;Exposition;DPE;GES;prix;superficie;arrondissement;charges_annuelles;Etage;Total_etages
2.0;1;-1.0;1;1;1;0;0;0;0;0;0;1;0;0;5.0;3.0;1.0;325000.0;42.4;94700;1812;4.0;6.0
4.0;3;-1.0;1;1;0;0;0;0;0;1;1;0;0;1;-1.0;4.0;4.0;379000.0;78.0;94360;3600;4.0;5.0
3.0;2;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;304000.0;57.4;94130;152352;5.0;5.0
3.0;2;-1.0;0;1;1;0;0;1;0;1;1;0;0;1;-1.0;4.0;4.0;299000.0;63.0;94140;2280;2.0;6.0
3.0;2;-1.0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;279000.0;76.0;94320;4645;4.0;6.0
1.0;1;12.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;2.0;149000.0;15.0;94400;600;2.0;2.0
2.0;1;-1.0;1;1;1;0;0;0;1;1;1;0;1;1;3.0;3.0;3.0;360000.0;50.0;94250;2576;2.0;5.0
2.0;1;14.0;0;0;0;1;0;0;0;0;0;0;1;1;5.0;5.0;2.0;384000.0;40.1;94300;0;2.0;4.0
4.0;3;37.0;1;1;1;1;0;1;0;0;0;1;0;0;3.0;4.0;2.0;620000.0;88.0;94340;2212;1.0;3.0
3.0;2;-1.0;0;1;1;1;0;1;0;0;1;0;0;0;-1.0;3.0;1.0;445000.0;71.0;94340;0;4.0;-1.0
4.0;3;-1.0;1;1;1;1;0;1;0;1;0;1;0;0;3.0;3.0;3.0;675000.0;86.0;94340;3036;3.0;5.0
1.0;1;12.0;0;0;0;1;0;0;0;1;0;0;1;0;3.0;6.0;3.0;205000.0;24.0;94410;1600;2.0;4.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;0;0;0;-1.0;5.0;5.0;319000.0;49.0;94120;1440;2.0;3.0
2.0;1;-1.0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;163000.0;29.0;94170;900;1.0;2.0
4.0;3;22.0;0;0;0;1;0;1;0;1;0;0;0;0;3.0;-1.0;6.0;221000.0;70.0;94320;3356;3.0;4.0
5.0;3;47.0;0;0;0;1;0;0;0;0;0;0;0;1;3.0;5.0;2.0;545000.0;95.6;94700;0;1.0;1.0
3.0;2;28.0;0;0;1;0;0;0;0;0;0;0;0;1;5.0;3.0;3.0;300000.0;62.0;94140;2844;3.0;3.0
3.0;2;-1.0;1;0;1;0;0;1;0;1;0;0;0;1;3.0;4.0;4.0;210000.0;62.0;94290;3060;1.0;3.0
1.0;1;4.0;1;0;0;0;0;1;0;1;0;0;1;1;3.0;5.0;5.0;175000.0;26.0;94340;720;3.0;4.0
3.0;2;-1.0;0;1;0;0;0;0;0;1;0;0;0;1;5.0;4.0;4.0;279000.0;50.0;94270;2392;8.0;12.0
4.0;2;-1.0;0;0;1;0;0;1;0;1;0;0;0;1;3.0;3.0;1.0;280000.0;73.0;94420;1680;1.0;2.0
3.0;2;-1.0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;3.0;1.0;275000.0;63.0;94320;2072;2.0;3.0
3.0;2;26.0;1;1;1;0;0;1;0;1;0;0;1;0;-1.0;3.0;3.0;385000.0;63.0;94270;1980;3.0;3.0
1.0;1;22.0;0;1;0;0;0;0;0;0;1;0;0;0;-1.0;3.0;1.0;80000.0;22.0;94550;1135;3.0;4.0
3.0;2;-1.0;1;0;0;0;0;1;0;0;0;0;0;1;-1.0;4.0;4.0;213000.0;56.0;94600;960;2.0;2.0
4.0;3;12.5;0;1;0;1;0;0;0;0;0;0;0;0;-1.0;6.0;5.0;245000.0;87.6;94600;319417;1.0;6.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;1;1;-1.0;5.0;2.0;412000.0;46.0;94160;1100;2.0;3.0
4.0;3;-1.0;1;1;1;0;0;1;0;1;0;0;0;0;-1.0;2.0;1.0;450000.0;77.0;94200;2460;6.0;7.0
3.0;2;36.0;1;1;1;0;0;1;0;1;0;1;0;1;5.0;4.0;4.0;349800.0;67.0;94400;1300;6.0;7.0
4.0;3;1.0;0;1;1;0;0;0;0;0;0;0;1;1;5.0;3.0;3.0;860000.0;93.0;94220;0;4.0;4.0
2.0;1;-1.0;1;0;1;1;0;0;0;0;0;0;1;1;5.0;5.0;5.0;311000.0;51.0;94170;2400;3.0;4.0
2.0;1;20.0;0;1;1;0;0;1;0;0;0;1;0;1;-1.0;5.0;2.0;169900.0;44.0;94450;1020;1.0;3.0
3.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;500000.0;73.0;94130;0;2.0;4.0
5.0;4;-1.0;0;1;0;0;0;1;0;1;1;0;0;1;-1.0;4.0;2.0;374500.0;83.0;94800;12;5.0;10.0
5.0;3;-1.0;1;0;1;1;0;0;0;0;1;1;1;1;5.0;4.0;4.0;479000.0;96.0;94500;5400;2.0;3.0
4.0;3;20.0;1;1;1;1;0;0;0;1;0;0;0;0;-1.0;5.0;3.0;222000.0;76.0;94260;0;4.0;9.0
2.0;1;-1.0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;3.0;3.0;180000.0;48.0;94290;1644;3.0;4.0
5.0;3;24.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;294000.0;102.0;94000;5280;6.0;9.0
3.0;2;-1.0;1;1;1;0;0;1;0;0;1;0;0;0;-1.0;4.0;2.0;217500.0;73.0;94130;12000;2.0;1.0
5.0;3;26.0;0;1;1;0;0;1;0;1;1;0;0;0;5.0;4.0;4.0;330000.0;93.0;94000;5880;3.0;4.0
3.0;2;-1.0;1;0;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;205000.0;75.4;94400;0;2.0;2.0
3.0;2;16.0;0;1;1;1;0;0;0;0;0;0;0;0;3.0;4.0;1.0;359500.0;62.5;94700;2616;5.0;9.0
4.0;2;-1.0;1;1;0;0;0;1;0;0;1;0;0;0;-1.0;4.0;3.0;215000.0;68.0;94260;2800;5.0;11.0
2.0;1;18.2;0;1;0;1;0;0;0;0;1;0;0;0;3.0;4.0;4.0;134900.0;50.1;94600;322396;7.0;26.0
2.0;1;-1.0;1;1;0;1;0;0;0;0;0;1;0;0;-1.0;4.0;2.0;450000.0;52.0;94220;0;3.0;-1.0
5.0;3;-1.0;1;1;0;1;0;1;0;0;0;0;1;0;3.0;3.0;1.0;850000.0;129.0;94210;2608;5.0;5.0
3.0;2;13.0;1;0;1;1;0;1;0;0;1;0;1;0;-1.0;6.0;6.0;221000.0;54.0;94320;3862;1.0;3.0
3.0;2;-1.0;1;0;0;1;0;1;0;0;0;1;1;1;3.0;4.0;4.0;590000.0;101.0;94170;800;1.0;1.0
5.0;4;-1.0;1;0;1;0;0;1;1;1;0;0;0;0;1.0;3.0;2.0;335000.0;100.0;94310;3876;2.0;2.0
4.0;3;-1.0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;6.0;6.0;339000.0;85.0;94140;1200;2.0;2.0
3.0;2;34.0;0;0;1;1;0;1;0;0;0;1;0;1;-1.0;-1.0;-1.0;267000.0;75.0;94320;4200;3.0;3.0
4.0;3;-1.0;1;0;1;1;0;0;0;0;0;0;1;0;-1.0;4.0;4.0;285000.0;77.9;94370;4545;2.0;5.0
2.0;1;21.0;1;1;0;0;0;0;0;0;0;0;0;0;3.0;3.0;3.0;313000.0;43.0;94700;1613;5.0;5.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;0;-1.0;5.0;5.0;315000.0;73.0;94000;3240;4.0;4.0
4.0;3;-1.0;1;0;0;1;0;1;0;0;0;1;1;1;3.0;4.0;4.0;590000.0;101.0;94170;800;1.0;1.0
3.0;2;-1.0;1;0;0;0;0;1;0;1;0;0;0;0;-1.0;4.0;3.0;160000.0;66.0;94190;880;4.0;4.0
4.0;3;-1.0;0;1;1;0;0;1;0;1;0;0;1;1;-1.0;4.0;3.0;459000.0;82.0;94700;3564;6.0;8.0
3.0;2;-1.0;0;0;1;0;0;1;0;1;0;0;1;1;-1.0;4.0;3.0;279000.0;58.0;94700;311196;2.0;4.0
5.0;4;-1.0;1;0;0;0;0;0;0;1;0;0;0;0;-1.0;4.0;4.0;347000.0;105.0;94260;2568;3.0;4.0
3.0;2;22.0;0;1;0;1;0;0;0;0;0;0;0;1;-1.0;4.0;2.0;380000.0;65.0;94700;1740;1.0;-1.0
4.0;3;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;5.0;5.0;2.0;480000.0;69.0;94300;960;2.0;2.0
2.0;1;-1.0;1;1;1;0;0;1;1;0;1;0;0;0;-1.0;4.0;3.0;210000.0;46.0;94000;2257;2.0;10.0
3.0;2;-1.0;1;1;1;0;0;1;0;1;0;0;0;1;5.0;3.0;1.0;363800.0;69.0;94140;1368;4.0;5.0
4.0;2;41.0;0;1;1;1;0;1;0;0;0;0;1;1;3.0;5.0;5.0;1049000.0;121.0;94160;6400;4.0;5.0
2.0;1;-1.0;1;0;0;1;0;0;0;0;0;0;1;0;-1.0;-1.0;-1.0;383000.0;42.0;94220;0;5.0;5.0
3.0;1;-1.0;0;1;0;1;0;1;0;1;0;0;0;0;3.0;6.0;6.0;599000.0;76.0;94220;0;7.0;8.0
3.0;2;-1.0;1;1;1;0;0;1;0;1;0;1;0;0;-1.0;3.0;3.0;284000.0;59.0;94000;245604;3.0;4.0
2.0;1;-1.0;0;1;0;0;0;1;0;1;0;0;0;0;-1.0;5.0;5.0;295000.0;50.0;94130;2760;10.0;14.0
1.0;1;20.0;1;1;1;0;0;1;0;0;1;0;0;1;3.0;5.0;5.0;138000.0;33.0;94450;840;1.0;3.0
4.0;3;32.0;0;1;0;1;0;0;0;0;1;1;0;0;3.0;4.0;4.0;418000.0;90.0;94110;0;7.0;14.0
5.0;3;31.0;1;1;1;1;0;1;0;0;0;0;0;0;3.0;6.0;6.0;795000.0;134.0;94210;4300;4.0;4.0
5.0;3;-1.0;1;0;1;1;0;1;0;1;1;0;0;1;3.0;4.0;4.0;270000.0;92.0;94420;3596;1.0;4.0
2.0;1;21.0;0;1;1;1;0;1;0;1;0;1;0;0;-1.0;5.0;6.0;239900.0;45.0;94170;1989;3.0;4.0
3.0;2;-1.0;1;1;1;0;0;0;0;1;1;0;0;0;-1.0;4.0;3.0;253000.0;71.0;94000;3080;17.0;18.0
5.0;3;16.0;1;1;1;0;0;1;0;1;0;0;0;1;-1.0;4.0;4.0;310000.0;92.0;94370;5220;2.0;4.0
4.0;3;26.0;0;1;0;0;0;0;0;1;0;0;0;0;5.0;4.0;4.0;220000.0;78.0;94480;3320;2.0;4.0
3.0;2;-1.0;1;0;0;0;0;1;0;1;1;0;0;0;-1.0;5.0;5.0;219000.0;58.0;94400;4268;4.0;4.0
3.0;2;-1.0;0;0;0;1;0;1;0;1;0;1;0;1;-1.0;4.0;5.0;221000.0;53.0;94500;2148;1.0;4.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;3.0;210000.0;35.0;94120;0;3.0;3.0
4.0;3;-1.0;1;0;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;5.0;275000.0;62.0;94100;1576;4.0;4.0
3.0;2;21.0;1;0;0;1;0;0;0;1;0;0;0;0;-1.0;5.0;3.0;231000.0;56.0;94550;2544;3.0;4.0
4.0;2;30.0;0;1;0;1;0;0;0;0;0;0;0;0;3.0;5.0;1.0;399000.0;82.0;94110;0;6.0;7.0
3.0;2;-1.0;1;1;0;0;0;0;0;0;0;0;0;0;3.0;3.0;3.0;275000.0;65.0;94400;2500;5.0;8.0
4.0;2;-1.0;1;0;0;0;0;1;0;0;1;0;0;1;-1.0;5.0;5.0;185000.0;69.0;94480;2640;1.0;4.0
5.0;3;44.0;1;1;0;0;0;1;0;0;1;1;0;0;-1.0;5.0;5.0;295000.0;100.0;94370;5772;3.0;3.0
2.0;1;20.0;0;0;0;0;0;0;0;0;0;1;0;0;3.0;4.0;2.0;214000.0;48.4;94000;600;3.0;3.0
4.0;3;41.0;1;1;1;1;0;0;0;0;1;0;0;0;-1.0;3.0;1.0;750000.0;91.0;94220;0;3.0;-1.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;0;-1.0;3.0;1.0;235000.0;65.0;94290;1360;2.0;5.0
5.0;4;25.0;1;1;1;1;0;1;0;1;0;0;0;1;1.0;4.0;2.0;629000.0;104.0;94130;3600;4.0;5.0
3.0;1;-1.0;0;1;0;0;0;0;0;1;0;0;0;0;-1.0;5.0;5.0;222000.0;50.0;94400;2768;3.0;6.0
4.0;2;3.0;1;1;0;0;0;0;0;1;1;0;0;0;-1.0;4.0;2.0;350000.0;98.0;94130;24000;5.0;6.0
4.0;3;33.0;1;1;1;0;0;1;0;1;0;1;0;0;-1.0;2.0;2.0;298500.0;85.0;94600;226608;5.0;6.0
3.0;2;-1.0;0;0;1;1;0;1;1;1;0;0;0;1;-1.0;3.0;1.0;203000.0;62.0;94450;1620;2.0;-1.0
2.0;1;26.0;1;0;0;0;0;0;0;1;0;1;0;0;-1.0;3.0;4.0;238500.0;41.9;94430;0;2.0;2.0
3.0;2;-1.0;1;1;1;0;0;1;1;1;0;0;0;0;-1.0;2.0;1.0;289000.0;60.0;94140;1800;6.0;9.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;1;-1.0;5.0;5.0;389000.0;70.0;94100;3168;2.0;4.0
4.0;3;25.0;0;1;1;0;0;1;0;1;0;0;0;0;-1.0;3.0;4.0;359000.0;83.0;94000;3684;7.0;7.0
5.0;4;-1.0;1;1;1;1;0;1;0;1;0;0;1;1;3.0;4.0;2.0;629000.0;104.3;94130;3700;4.0;5.0
4.0;2;33.0;1;1;1;1;0;1;0;1;0;0;0;1;5.0;5.0;5.0;211000.0;82.0;94500;3640;1.0;4.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;4.0;1.0;189000.0;41.0;94380;1200;1.0;2.0
3.0;2;22.0;0;1;0;1;0;0;0;0;0;0;0;1;1.0;4.0;2.0;380000.0;65.4;94700;1742;1.0;4.0
5.0;3;-1.0;0;0;1;0;0;1;0;0;0;0;0;0;-1.0;3.0;2.0;165000.0;80.0;94460;3600;2.0;4.0
3.0;2;18.0;1;1;0;1;0;0;0;1;0;0;0;1;-1.0;5.0;5.0;240000.0;61.0;94500;4092;6.0;6.0
3.0;2;18.0;0;0;0;1;0;1;0;1;0;0;0;1;3.0;6.0;3.0;252000.0;59.0;94400;2357;3.0;4.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;1;-1.0;6.0;3.0;399000.0;68.0;94410;484296;1.0;8.0
4.0;3;-1.0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;229900.0;60.0;94000;1880;2.0;4.0
2.0;1;-1.0;0;0;1;0;0;0;0;0;0;0;0;1;-1.0;-1.0;-1.0;217000.0;55.0;94350;155268;4.0;4.0
4.0;2;25.0;1;1;1;1;0;0;0;1;0;0;0;1;3.0;4.0;5.0;241000.0;70.0;94430;3870;1.0;3.0
4.0;2;27.3;0;0;0;1;0;1;0;0;0;0;0;1;-1.0;5.0;5.0;239625.0;66.8;94360;0;3.0;-1.0
3.0;2;21.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;3.0;1.0;395000.0;65.0;94220;0;5.0;-1.0
2.0;1;22.0;1;0;0;1;0;1;0;0;1;0;0;0;3.0;4.0;3.0;293000.0;49.0;94100;0;3.0;4.0
5.0;3;-1.0;1;0;1;0;0;0;0;1;0;0;1;1;5.0;4.0;3.0;515000.0;110.0;94800;0;2.0;2.0
5.0;4;35.0;1;1;0;1;0;0;0;1;0;0;0;0;-1.0;4.0;3.0;289900.0;102.0;94400;3737;1.0;14.0
3.0;2;16.0;1;1;1;1;0;1;0;1;0;0;0;0;-1.0;6.0;5.0;289000.0;55.0;94410;3000;2.0;7.0
4.0;2;-1.0;0;0;1;0;0;1;0;0;0;0;0;1;-1.0;4.0;4.0;209000.0;74.0;94480;1680;3.0;3.0
4.0;3;25.0;1;0;0;1;0;1;0;0;1;0;0;1;-1.0;4.0;4.0;339000.0;81.0;94500;3360;4.0;4.0
3.0;2;20.0;1;1;0;0;0;0;0;0;1;0;1;0;3.0;4.0;3.0;347000.0;72.0;94700;2940;6.0;8.0
4.0;3;21.0;1;1;1;1;0;1;0;0;0;0;0;0;-1.0;5.0;5.0;285000.0;79.0;94000;4440;2.0;5.0
2.0;1;16.0;0;0;0;1;0;0;0;1;1;0;1;1;-1.0;5.0;4.0;165000.0;42.0;94600;179472;3.0;4.0
3.0;2;-1.0;0;1;1;0;0;1;0;1;0;0;0;0;-1.0;3.0;1.0;360000.0;69.0;94140;0;5.0;6.0
3.0;2;-1.0;1;1;0;1;0;1;0;1;0;0;0;0;5.0;4.0;4.0;524000.0;78.0;94100;3600;1.0;5.0
3.0;2;-1.0;0;0;0;0;0;0;0;1;0;0;0;0;3.0;5.0;5.0;262000.0;49.0;94110;1476;2.0;2.0
3.0;2;26.0;1;0;0;1;0;0;0;0;0;0;0;1;5.0;4.0;4.0;280000.0;61.0;94240;2100;2.0;4.0
4.0;2;25.0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;6.0;3.0;557000.0;85.0;94100;1600;2.0;2.0
3.0;2;-1.0;1;1;1;0;0;1;1;1;0;0;0;0;-1.0;3.0;3.0;290000.0;58.0;94140;2192;3.0;4.0
4.0;3;27.0;1;1;1;1;0;1;0;1;1;0;1;1;3.0;5.0;5.0;525000.0;126.7;94500;9600;3.0;4.0
3.0;2;-1.0;1;1;0;1;0;1;0;1;1;0;0;1;-1.0;4.0;5.0;245000.0;70.0;94500;2860;5.0;7.0
5.0;4;-1.0;1;1;1;1;0;0;0;0;0;0;0;0;5.0;4.0;4.0;315000.0;92.0;94370;5200;2.0;4.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;6.0;2.0;209000.0;42.0;94200;1656;1.0;3.0
1.0;1;19.2;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;108000.0;19.2;94800;288;4.0;5.0
5.0;3;-1.0;0;1;1;0;0;0;0;0;1;0;0;1;-1.0;3.0;3.0;399500.0;100.0;94120;1680;3.0;4.0
3.0;2;22.0;0;0;1;1;0;0;0;0;0;0;0;0;-1.0;4.0;5.0;499000.0;75.0;94410;3700;1.0;5.0
4.0;3;-1.0;0;1;0;0;0;1;1;1;1;0;0;1;-1.0;4.0;4.0;549000.0;85.0;94210;4800;2.0;4.0
4.0;2;55.0;1;1;1;0;0;1;0;1;0;1;1;1;5.0;4.0;4.0;635000.0;101.0;94360;4320;2.0;3.0
4.0;3;20.0;1;1;1;1;0;1;0;1;1;0;0;0;-1.0;4.0;4.0;269000.0;90.0;94000;416796;13.0;17.0
2.0;1;-1.0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;259500.0;48.0;94170;2400;1.0;4.0
5.0;3;32.0;1;0;0;1;0;1;0;1;1;0;0;1;-1.0;5.0;5.0;295000.0;85.0;94230;3600;1.0;4.0
3.0;2;19.0;0;0;0;1;0;1;0;1;1;0;1;1;3.0;4.0;4.0;335000.0;58.6;94100;1800;2.0;3.0
4.0;3;32.0;0;0;0;1;0;0;0;0;0;0;1;0;-1.0;6.0;6.0;770000.0;97.0;94220;2240;4.0;4.0
3.0;2;-1.0;0;1;1;0;0;0;0;1;0;0;0;0;-1.0;4.0;2.0;410000.0;81.7;94170;235956;3.0;-1.0
2.0;1;18.0;1;1;0;1;0;1;0;1;0;0;0;1;5.0;3.0;3.0;337000.0;44.0;94130;1360;2.0;5.0
4.0;3;-1.0;1;1;1;1;0;0;0;0;1;0;0;0;5.0;3.0;1.0;830000.0;81.0;94160;0;4.0;6.0
2.0;1;25.0;0;0;0;1;0;1;0;0;0;1;1;1;3.0;3.0;1.0;195000.0;45.0;94240;80;1.0;2.0
5.0;4;31.2;0;1;0;1;0;0;0;0;1;0;0;0;-1.0;5.0;2.0;600000.0;98.1;94220;3684;9.0;9.0
4.0;3;-1.0;0;1;1;1;0;1;0;1;1;0;0;0;-1.0;3.0;1.0;830000.0;81.0;94160;4028;4.0;6.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;0;0;1;-1.0;4.0;4.0;274000.0;30.0;94220;500;3.0;4.0
4.0;3;-1.0;0;1;1;1;0;1;0;1;1;0;0;0;-1.0;4.0;1.0;795000.0;76.0;94160;3912;3.0;5.0
3.0;2;-1.0;0;1;1;1;0;1;0;1;1;0;0;0;-1.0;4.0;2.0;795000.0;76.0;94160;2100;3.0;5.0
3.0;2;-1.0;1;1;1;0;0;1;0;0;0;0;0;0;-1.0;3.0;3.0;314000.0;72.0;94140;3516;3.0;4.0
3.0;2;-1.0;0;1;1;1;0;1;0;1;1;0;0;0;-1.0;4.0;1.0;670000.0;64.0;94160;2868;5.0;7.0
3.0;2;-1.0;1;1;1;0;0;1;0;0;0;0;0;0;5.0;3.0;3.0;309000.0;72.2;94140;3504;2.0;4.0
2.0;1;-1.0;1;1;0;1;0;0;0;0;0;0;1;0;-1.0;6.0;4.0;275000.0;48.0;94100;3600;4.0;4.0
3.0;2;36.0;1;1;0;0;0;0;0;0;0;0;0;1;5.0;4.0;2.0;350000.0;67.0;94400;1300;6.0;-1.0
5.0;4;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;-1.0;-1.0;820000.0;107.0;94250;0;6.0;-1.0
2.0;1;-1.0;0;0;0;0;0;0;0;1;0;0;0;0;3.0;-1.0;-1.0;270000.0;51.0;94120;1200;1.0;2.0
4.0;3;-1.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;5.0;5.0;449000.0;84.0;94200;4176;6.0;12.0
5.0;4;62.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;-1.0;-1.0;820000.0;115.0;94250;0;6.0;-1.0
3.0;2;-1.0;1;1;1;0;0;0;0;1;0;0;0;1;-1.0;3.0;1.0;240000.0;65.0;94310;2400;1.0;4.0
4.0;3;30.0;1;1;0;0;0;1;0;1;0;1;1;0;-1.0;-1.0;-1.0;610000.0;86.0;94100;0;3.0;-1.0
2.0;1;-1.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;450000.0;52.0;94220;0;3.0;6.0
5.0;1;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;-1.0;-1.0;491000.0;91.0;94490;0;3.0;-1.0
3.0;2;-1.0;1;0;0;1;0;0;0;0;0;0;1;0;-1.0;5.0;2.0;230000.0;51.9;94400;1472;2.0;2.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;1;0;0;5.0;6.0;3.0;154000.0;28.0;94140;1200;1.0;3.0
2.0;1;25.0;1;1;0;0;0;1;0;1;0;0;1;1;-1.0;2.0;2.0;209000.0;45.0;94430;0;3.0;4.0
2.0;1;12.0;0;0;1;0;0;0;1;1;0;0;0;1;-1.0;4.0;2.0;209000.0;29.0;94410;1800;3.0;4.0
1.0;1;20.1;1;1;0;1;0;0;0;0;0;1;0;1;3.0;4.0;4.0;114900.0;20.1;94430;850;1.0;3.0
4.0;3;-1.0;0;0;1;1;0;0;0;1;0;1;0;1;-1.0;5.0;5.0;695000.0;115.0;94200;1550;1.0;-1.0
2.0;1;-1.0;1;1;1;1;0;0;0;0;1;0;1;0;-1.0;4.0;3.0;228000.0;50.0;94000;2000;7.0;16.0
4.0;2;27.0;1;1;0;1;0;1;0;1;1;0;0;1;-1.0;6.0;6.0;201600.0;67.0;94600;3105;5.0;8.0
3.0;2;18.0;0;0;1;1;0;1;0;0;0;0;1;1;1.0;4.0;4.0;290000.0;65.0;94400;2500;1.0;-1.0
2.0;1;19.0;1;1;1;0;0;1;0;1;0;0;0;0;-1.0;3.0;1.0;185000.0;42.0;94310;1540;1.0;4.0
2.0;1;21.7;0;1;1;0;0;1;0;1;0;0;0;0;-1.0;4.0;1.0;169000.0;39.6;94320;1032;1.0;-1.0
4.0;2;24.0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;3.0;259000.0;63.9;94260;3540;4.0;8.0
3.0;2;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;-1.0;6.0;229000.0;57.5;94000;1500;2.0;3.0
3.0;2;21.5;0;0;0;1;0;0;0;0;0;1;0;0;3.0;5.0;2.0;445000.0;73.0;94340;1884;1.0;4.0
4.0;3;-1.0;0;0;0;0;0;0;0;1;0;1;1;1;3.0;6.0;3.0;550000.0;93.0;94410;4165;1.0;2.0
4.0;2;26.7;1;1;0;1;0;0;1;1;0;0;0;1;-1.0;3.0;3.0;670000.0;74.9;94410;3316;2.0;3.0
5.0;3;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;-1.0;-1.0;684000.0;98.0;94800;0;5.0;-1.0
4.0;3;18.0;1;0;0;0;0;0;0;0;0;1;1;0;3.0;4.0;4.0;217000.0;74.0;94260;2756;1.0;1.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;1;0;0;0;1.0;5.0;5.0;178700.0;69.8;94600;5151;18.0;-1.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;0;0;0;1;3.0;5.0;5.0;535000.0;64.0;94160;1792;1.0;-1.0
4.0;3;27.0;0;1;1;0;0;1;0;1;0;0;0;0;-1.0;2.0;1.0;358000.0;77.0;94000;0;3.0;4.0
1.0;1;20.8;1;1;0;1;0;0;0;0;0;0;1;0;-1.0;5.0;4.0;240000.0;34.1;94100;0;1.0;-1.0
3.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;1.0;579000.0;67.2;94220;0;5.0;-1.0
4.0;3;21.0;1;1;0;1;0;0;0;0;0;0;0;1;3.0;6.0;6.0;433000.0;73.5;94700;3854;2.0;6.0
4.0;3;33.0;0;1;0;1;0;0;0;0;0;1;0;0;-1.0;4.0;4.0;425000.0;88.0;94700;4500;8.0;9.0
3.0;2;13.8;0;1;0;1;0;1;0;1;1;0;0;0;5.0;5.0;5.0;469000.0;49.0;94160;0;3.0;6.0
5.0;3;-1.0;1;1;1;1;0;0;0;0;0;0;0;1;-1.0;4.0;4.0;199900.0;89.5;94350;4666;8.0;8.0
2.0;1;-1.0;1;1;0;1;0;0;0;0;0;0;0;1;-1.0;3.0;3.0;580000.0;53.0;94300;2340;2.0;5.0
4.0;3;-1.0;0;1;1;0;0;0;0;0;0;0;0;1;5.0;2.0;1.0;322000.0;78.9;94380;3360;3.0;5.0
2.0;1;-1.0;1;1;0;1;0;1;0;0;1;1;0;1;-1.0;4.0;4.0;245000.0;41.0;94800;0;2.0;4.0
2.0;1;-1.0;0;0;1;1;0;1;0;0;0;1;0;0;3.0;4.0;3.0;315000.0;38.0;94300;0;2.0;-1.0
3.0;2;-1.0;0;0;0;1;0;1;0;1;0;0;0;0;3.0;5.0;5.0;229250.0;53.0;94400;1506;1.0;3.0
4.0;3;20.0;0;0;0;1;0;1;0;1;0;0;1;1;3.0;5.0;2.0;340000.0;70.0;94800;2200;1.0;2.0
1.0;1;18.0;0;0;0;0;0;1;0;1;0;0;0;0;-1.0;6.0;3.0;89000.0;18.0;94190;840;2.0;4.0
4.0;3;-1.0;1;1;1;0;0;1;0;1;1;0;0;1;5.0;5.0;5.0;280000.0;87.0;94000;3163;2.0;18.0
1.0;1;32.0;1;0;0;1;0;0;0;0;1;0;0;0;3.0;4.0;4.0;152000.0;32.0;94260;1870;2.0;8.0
