Nombre de pieces;Nombre de chambres;Superficie salon (m);Balcon;Ascenseur;Parking;Cave;Accessible_mobilit_rduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis  vis;Calme;Exposition;DPE;GES;prix;superficie;arrondissement;charges_annuelles;Etage;Total_etages
3.0;2;-1.0;0;0;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;1.0;349000.0;72.7;94340;1716;2.0;7.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;339000.0;64.1;94340;2124;4.0;5.0
2.0;1;21.0;0;1;1;0;0;1;0;1;0;0;0;1;-1.0;-1.0;-1.0;195000.0;47.0;94350;1680;2.0;2.0
4.0;2;25.0;1;1;1;1;0;1;0;1;0;0;0;1;-1.0;5.0;5.0;455000.0;75.0;94100;0;1.0;5.0
3.0;2;-1.0;1;1;1;0;0;0;0;1;1;1;0;1;3.0;4.0;1.0;370000.0;63.6;94410;2292;1.0;6.0
4.0;3;25.0;1;1;1;1;0;0;0;0;1;0;0;0;-1.0;5.0;3.0;348000.0;91.0;94240;3801;9.0;12.0
3.0;2;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;6.0;5.0;269000.0;56.6;94100;2640;3.0;4.0
1.0;1;36.9;1;0;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;214000.0;36.9;94340;1336;1.0;6.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;211000.0;38.4;94170;10;2.0;2.0
3.0;2;-1.0;0;0;1;1;0;0;0;1;0;0;0;1;5.0;4.0;4.0;295000.0;49.7;94120;137940;2.0;5.0
5.0;3;28.0;1;0;0;1;0;1;0;0;0;0;0;0;3.0;3.0;4.0;399000.0;100.0;94420;395;2.0;2.0
3.0;2;-1.0;1;1;1;1;0;0;0;0;0;0;0;1;-1.0;6.0;6.0;399000.0;73.0;94100;0;1.0;4.0
3.0;2;22.0;0;0;0;1;0;0;0;1;1;0;0;1;5.0;4.0;4.0;537000.0;60.3;94160;0;4.0;4.0
2.0;1;-1.0;1;0;1;1;0;0;0;0;0;0;0;0;-1.0;5.0;5.0;299000.0;46.4;94130;2280;4.0;4.0
3.0;2;25.0;1;1;1;0;0;1;0;1;0;1;0;1;-1.0;2.0;1.0;505000.0;64.0;94700;0;3.0;4.0
3.0;2;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;-1.0;3.0;3.0;195000.0;50.0;94500;1763;1.0;-1.0
3.0;2;23.0;1;0;1;0;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;299000.0;63.0;94000;0;2.0;-1.0
4.0;3;33.0;1;1;1;0;0;0;0;0;0;1;0;0;-1.0;-1.0;-1.0;416900.0;89.0;94490;1;2.0;4.0
3.0;2;-1.0;1;1;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;3.0;415000.0;56.0;94410;1800;2.0;6.0
4.0;2;37.0;1;1;0;0;0;0;0;0;1;0;0;1;3.0;4.0;2.0;355990.0;98.2;94130;24000;6.0;6.0
4.0;3;25.0;0;1;0;0;0;1;0;0;0;0;0;0;5.0;1.0;2.0;440000.0;85.0;94490;2200;1.0;4.0
3.0;2;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;525000.0;70.0;94340;2040;3.0;4.0
2.0;1;-1.0;0;0;0;0;0;1;0;1;0;1;0;0;3.0;4.0;2.0;209000.0;33.0;94360;0;2.0;-1.0
3.0;2;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;3.0;399000.0;78.0;94410;1200;2.0;-1.0
3.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;1;-1.0;3.0;3.0;251700.0;53.7;94200;2258;3.0;10.0
1.0;1;17.2;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;109000.0;17.2;94470;757;2.0;2.0
4.0;3;-1.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;2.0;2.0;299000.0;86.6;94470;2100;3.0;3.0
5.0;3;-1.0;0;0;1;1;0;0;0;0;0;0;0;0;-1.0;5.0;5.0;487000.0;91.0;94340;1992;2.0;4.0
4.0;2;-1.0;1;1;0;1;0;1;0;1;1;0;0;1;5.0;4.0;4.0;228900.0;74.0;94350;2416;6.0;8.0
1.0;1;17.9;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;110500.0;17.9;94400;572;1.0;4.0
2.0;1;-1.0;1;1;1;0;0;1;0;1;0;1;0;0;5.0;-1.0;-1.0;195000.0;40.0;94190;0;5.0;5.0
3.0;2;-1.0;1;1;1;0;0;1;0;1;0;0;0;1;3.0;1.0;1.0;280000.0;63.0;94000;2220;9.0;10.0
4.0;3;-1.0;0;1;1;0;0;1;0;1;0;0;0;1;5.0;1.0;1.0;670000.0;83.0;94100;2904;4.0;4.0
3.0;2;-1.0;1;1;1;0;0;1;0;1;0;1;0;0;3.0;2.0;2.0;368000.0;64.0;94120;2244;1.0;3.0
4.0;3;-1.0;0;1;1;0;0;1;0;1;0;1;0;1;5.0;2.0;2.0;572000.0;78.0;94250;2736;1.0;3.0
5.0;4;-1.0;0;1;1;0;0;1;0;1;0;0;0;1;5.0;1.0;1.0;870000.0;114.0;94100;3996;4.0;4.0
5.0;4;-1.0;0;1;1;0;0;1;0;1;0;1;0;0;5.0;-1.0;-1.0;1075000.0;109.0;94700;3000;4.0;-1.0
5.0;4;-1.0;1;1;1;0;0;1;0;1;0;1;0;1;3.0;3.0;3.0;1420000.0;134.0;94160;4692;5.0;5.0
4.0;3;-1.0;1;1;1;0;0;1;0;1;0;1;0;1;1.0;2.0;2.0;588000.0;82.0;94360;2868;2.0;4.0
3.0;2;-1.0;1;1;1;1;0;1;0;1;0;1;0;1;5.0;3.0;3.0;367500.0;62.2;94140;0;3.0;-1.0
2.0;1;-1.0;0;0;0;1;0;1;0;0;0;0;0;0;-1.0;4.0;5.0;187000.0;43.9;94240;0;1.0;2.0
4.0;3;-1.0;0;1;1;0;0;1;0;1;0;1;0;1;3.0;1.0;1.0;409900.0;77.0;94500;0;4.0;4.0
3.0;2;27.0;1;1;1;0;0;0;0;0;0;0;0;0;1.0;-1.0;-1.0;386000.0;63.0;94100;1543;2.0;3.0
4.0;3;-1.0;0;1;1;0;0;1;0;1;0;1;0;1;-1.0;2.0;1.0;286000.0;72.0;94380;0;1.0;3.0
3.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;1;-1.0;4.0;4.0;365000.0;68.0;94360;2400;3.0;4.0
4.0;2;-1.0;1;1;0;1;0;1;0;1;1;0;0;0;3.0;5.0;3.0;169000.0;68.5;94260;1880;7.0;-1.0
4.0;3;-1.0;1;1;1;1;0;0;0;0;0;1;0;0;3.0;3.0;3.0;450000.0;95.0;94400;3600;5.0;5.0
3.0;2;-1.0;1;1;1;0;0;1;0;1;0;0;0;0;3.0;3.0;3.0;369900.0;76.0;94140;0;2.0;3.0
4.0;2;9.0;0;1;1;0;0;1;0;1;0;0;0;0;-1.0;4.0;2.0;189000.0;62.0;94400;2728;9.0;10.0
4.0;3;33.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;524000.0;92.9;94350;0;3.0;4.0
3.0;2;26.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;1.0;1.0;355000.0;65.0;94320;0;4.0;5.0
3.0;2;29.0;1;1;1;0;0;1;1;1;0;1;0;1;5.0;1.0;1.0;335000.0;65.0;94320;0;2.0;5.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;3.0;6.0;3.0;210000.0;34.0;94700;0;1.0;1.0
54.0;3;-1.0;1;0;1;0;0;1;0;0;1;0;0;1;3.0;4.0;4.0;379000.0;100.0;94120;2880;3.0;4.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;0;1;-1.0;4.0;2.0;210000.0;42.1;94600;0;4.0;5.0
3.0;2;20.0;1;1;0;0;0;0;0;0;0;0;0;0;5.0;2.0;2.0;319500.0;64.0;94320;1000;4.0;4.0
3.0;2;-1.0;1;1;0;0;0;1;0;1;0;0;0;1;5.0;4.0;5.0;249900.0;65.4;94350;0;1.0;-1.0
3.0;2;-1.0;1;1;1;1;0;1;0;0;0;0;0;1;1.0;4.0;1.0;367000.0;67.0;94230;1380;1.0;6.0
5.0;4;-1.0;1;1;0;1;0;1;0;0;1;0;0;0;3.0;4.0;4.0;599000.0;95.0;94250;4692;5.0;7.0
3.0;2;-1.0;0;0;0;0;0;1;0;0;0;0;0;1;1.0;3.0;3.0;579000.0;103.0;94120;1356;1.0;1.0
4.0;3;-1.0;1;1;0;0;0;1;0;1;0;0;0;0;3.0;4.0;2.0;332000.0;87.0;94120;2800;2.0;-1.0
4.0;3;-1.0;1;1;1;0;0;0;0;0;0;1;0;0;3.0;3.0;3.0;490000.0;79.0;94800;3264;3.0;5.0
4.0;3;-1.0;1;1;1;1;0;1;0;0;0;0;0;1;3.0;3.0;3.0;734000.0;103.0;94700;0;5.0;5.0
2.0;1;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;1.0;254000.0;35.0;94340;1250;1.0;4.0
3.0;2;-1.0;0;0;1;1;0;0;0;0;0;0;0;1;5.0;6.0;6.0;280000.0;51.7;94170;2020;2.0;3.0
3.0;2;-1.0;1;0;1;0;0;1;0;1;0;0;0;1;3.0;4.0;3.0;255000.0;62.0;94550;2400;0.0;3.0
2.0;1;-1.0;0;0;1;1;0;1;0;0;0;0;0;0;-1.0;-1.0;3.0;171500.0;44.0;94240;780;1.0;2.0
3.0;2;-1.0;1;1;1;0;0;1;0;1;0;1;0;0;-1.0;3.0;2.0;324900.0;62.0;94140;0;1.0;4.0
3.0;2;-1.0;1;1;1;1;0;1;0;0;0;0;0;0;3.0;3.0;1.0;460000.0;85.0;94100;0;2.0;5.0
5.0;4;-1.0;1;1;1;1;0;1;0;1;0;0;0;0;3.0;3.0;3.0;1090000.0;117.0;94300;2750;-1.0;-1.0
4.0;3;-1.0;0;0;1;1;0;0;0;0;1;0;0;0;-1.0;5.0;5.0;214000.0;77.6;94400;4680;2.0;4.0
3.0;2;-1.0;1;0;1;0;0;0;0;0;0;0;0;0;-1.0;6.0;3.0;299000.0;76.0;94430;12;1.0;1.0
4.0;3;32.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;1.0;1.0;442000.0;92.0;94360;0;5.0;6.0
4.0;3;32.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;1.0;1.0;427000.0;89.0;94360;0;4.0;6.0
3.0;2;28.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;1.0;1.0;341000.0;63.0;94360;0;5.0;6.0
5.0;3;20.0;1;0;1;0;0;1;0;0;0;0;0;0;-1.0;5.0;5.0;240000.0;86.0;94320;2172;0.0;3.0
3.0;2;-1.0;1;1;1;0;0;1;0;0;0;0;0;1;1.0;4.0;2.0;395000.0;63.0;94140;2040;2.0;3.0
4.0;3;-1.0;0;1;1;1;0;1;0;1;0;0;0;0;3.0;4.0;5.0;449900.0;80.0;94140;0;2.0;4.0
3.0;1;-1.0;0;1;0;0;0;1;0;1;0;1;0;0;-1.0;-1.0;-1.0;289900.0;80.0;94140;0;1.0;1.0
2.0;1;26.0;0;0;0;1;0;1;0;0;0;0;0;0;5.0;4.0;4.0;389950.0;44.0;94160;1750;4.0;4.0
3.0;2;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;-1.0;5.0;2.0;199900.0;62.0;94140;0;1.0;4.0
3.0;2;-1.0;0;1;1;1;0;0;0;0;0;1;0;0;3.0;5.0;5.0;250000.0;62.0;94800;2520;1.0;9.0
3.0;2;-1.0;1;1;1;1;0;0;0;0;0;0;0;0;5.0;-1.0;3.0;310000.0;73.0;94210;3840;3.0;3.0
3.0;2;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;3.0;4.0;2.0;399900.0;70.0;94270;0;2.0;4.0
2.0;1;-1.0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;3.0;3.0;245000.0;58.0;94400;0;2.0;5.0
2.0;1;-1.0;0;0;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;3.0;142000.0;40.0;94310;1812;2.0;-1.0
1.0;1;13.6;0;0;0;1;0;1;0;1;0;0;0;1;-1.0;5.0;2.0;184000.0;26.2;94200;959;5.0;5.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;-1.0;5.0;2.0;239000.0;42.0;94360;1600;1.0;4.0
2.0;1;-1.0;0;0;1;0;0;1;0;1;0;0;0;0;-1.0;3.0;3.0;198000.0;37.0;94420;92004;1.0;3.0
5.0;4;29.0;1;1;1;0;0;0;0;0;0;1;0;0;-1.0;2.0;2.0;443000.0;90.0;94240;2700;14.0;15.0
4.0;3;31.0;1;1;1;0;0;0;0;0;0;0;0;1;-1.0;-1.0;-1.0;425900.0;78.0;94350;1911;2.0;3.0
4.0;3;21.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;333000.0;80.0;94400;2400;1.0;5.0
4.0;3;50.0;1;1;0;1;0;1;0;1;0;0;0;0;5.0;-1.0;-1.0;1660000.0;140.0;94160;0;3.0;4.0
3.0;2;-1.0;1;1;0;0;0;0;0;0;0;0;0;0;3.0;4.0;3.0;212000.0;62.0;94260;3076;4.0;4.0
4.0;1;25.0;1;1;1;1;0;0;0;0;1;0;0;0;-1.0;5.0;3.0;380000.0;90.0;94800;3600;6.0;12.0
4.0;3;-1.0;1;1;1;0;0;1;0;1;0;1;0;0;-1.0;2.0;2.0;397000.0;80.0;94380;0;3.0;5.0
1.0;1;26.0;0;1;0;0;0;1;0;0;0;1;0;0;-1.0;3.0;2.0;230000.0;26.0;94340;0;1.0;6.0
3.0;2;21.0;1;1;1;0;0;1;0;0;0;0;0;0;3.0;3.0;1.0;221550.0;68.9;94450;229835;1.0;5.0
5.0;3;-1.0;1;1;0;1;0;0;0;1;1;0;0;1;-1.0;4.0;4.0;649000.0;100.0;94120;0;1.0;-1.0
3.0;2;-1.0;0;1;0;0;0;1;1;1;0;1;0;1;3.0;1.0;1.0;458000.0;69.0;94270;0;2.0;4.0
3.0;2;34.0;1;1;0;0;0;1;1;1;0;1;0;1;5.0;1.0;1.0;453000.0;68.0;94270;0;3.0;4.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;5.0;-1.0;3.0;184000.0;32.0;94140;0;2.0;2.0
3.0;2;34.0;0;1;1;0;0;1;1;1;0;1;0;1;3.0;1.0;1.0;466000.0;69.0;94270;0;3.0;4.0
3.0;2;-1.0;0;0;0;1;0;1;0;0;0;1;0;0;3.0;4.0;4.0;277000.0;57.0;94140;0;1.0;1.0
3.0;2;-1.0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;427000.0;60.0;94100;1424;2.0;4.0
1.0;1;18.5;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;3.0;104000.0;18.5;94110;700;6.0;6.0
3.0;2;28.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;330000.0;64.0;94400;1568;3.0;3.0
3.0;2;26.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;358000.0;62.0;94800;1498;1.0;7.0
3.0;2;26.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;324000.0;61.0;94800;1494;5.0;7.0
4.0;3;25.0;1;1;1;0;0;0;0;0;0;0;0;0;3.0;-1.0;-1.0;399000.0;79.0;94700;1935;1.0;6.0
5.0;4;-1.0;0;1;1;0;0;1;0;1;0;1;0;1;3.0;2.0;2.0;599900.0;110.0;94140;0;7.0;7.0
4.0;3;20.0;0;0;1;0;0;0;0;0;0;0;0;0;5.0;-1.0;-1.0;389000.0;78.0;94320;1911;1.0;3.0
4.0;3;29.0;1;1;1;0;0;1;1;1;0;1;0;1;5.0;2.0;1.0;419000.0;79.0;94500;0;4.0;5.0
2.0;1;24.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;279000.0;46.0;94500;0;4.0;6.0
2.0;1;27.3;0;1;1;0;0;0;0;0;0;1;0;0;-1.0;2.0;1.0;239900.0;47.0;94140;0;2.0;5.0
1.0;1;18.1;1;1;0;0;0;1;0;1;0;0;0;0;3.0;4.0;4.0;90900.0;18.1;94800;488;6.0;-1.0
3.0;2;-1.0;1;1;0;1;0;0;0;0;0;0;0;1;-1.0;5.0;5.0;290000.0;61.9;94100;3704;3.0;6.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;1;0;0;0;3.0;6.0;5.0;249900.0;45.0;94140;0;1.0;3.0
1.0;1;21.2;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;69000.0;21.2;94800;0;7.0;8.0
1.0;1;23.3;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;1.0;79000.0;23.3;94800;0;1.0;8.0
4.0;3;-1.0;0;0;1;1;0;1;0;0;1;0;0;0;-1.0;-1.0;-1.0;229000.0;80.0;94370;3000;3.0;5.0
2.0;1;-1.0;1;1;1;1;0;1;0;1;0;0;0;1;3.0;2.0;2.0;440000.0;46.0;94100;878;1.0;4.0
1.0;1;27.0;0;0;1;1;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;129900.0;27.0;94140;0;7.0;-1.0
3.0;1;-1.0;1;1;1;1;0;0;0;0;0;0;0;0;-1.0;5.0;5.0;334400.0;60.5;94130;3688;2.0;8.0
4.0;3;-1.0;0;1;0;0;0;1;0;1;0;0;0;1;3.0;3.0;1.0;484900.0;99.0;94140;0;5.0;5.0
3.0;2;-1.0;0;0;0;0;0;1;0;0;0;1;0;1;3.0;4.0;4.0;361900.0;107.0;94140;0;1.0;1.0
3.0;2;-1.0;0;1;1;0;0;1;0;1;0;0;0;0;3.0;3.0;3.0;379900.0;78.0;94700;0;1.0;4.0
3.0;2;-1.0;0;0;0;0;0;0;0;1;0;1;0;1;-1.0;5.0;2.0;495000.0;95.0;94140;0;1.0;1.0
2.0;1;-1.0;0;0;0;1;0;1;0;1;0;0;0;0;3.0;4.0;2.0;168000.0;36.0;94140;0;3.0;5.0
4.0;2;-1.0;0;0;0;0;0;0;0;0;0;0;0;1;-1.0;-1.0;-1.0;332418.0;95.7;94500;0;0.0;-1.0
2.0;1;27.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;241000.0;46.0;94310;0;2.0;7.0
1.0;1;33.0;0;1;1;0;0;1;0;1;0;0;0;1;-1.0;3.0;3.0;163000.0;33.0;94510;0;2.0;2.0
4.0;3;26.0;1;1;1;0;0;1;0;1;0;0;0;1;3.0;-1.0;-1.0;548000.0;80.3;94800;0;4.0;4.0
3.0;2;-1.0;0;1;0;1;0;1;0;1;0;0;0;1;-1.0;4.0;1.0;339000.0;61.0;94270;1960;4.0;5.0
2.0;1;-1.0;0;1;1;1;0;1;0;0;0;0;0;0;3.0;2.0;6.0;214000.0;45.0;94800;0;1.0;10.0
1.0;1;20.8;0;1;0;0;0;1;0;1;0;0;0;1;3.0;4.0;3.0;175000.0;33.6;94550;1400;2.0;4.0
4.0;3;22.0;0;0;1;0;0;1;0;1;1;1;0;1;3.0;5.0;2.0;500000.0;94.0;94270;1680;0.0;1.0
1.0;1;19.0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;2.0;148000.0;19.0;94340;0;3.0;4.0
3.0;2;-1.0;0;1;0;0;0;0;0;1;1;0;0;0;-1.0;6.0;6.0;603000.0;71.9;94220;0;4.0;-1.0
4.0;3;38.0;0;1;1;0;0;0;0;0;0;1;0;0;-1.0;2.0;2.0;490000.0;93.0;94800;2790;6.0;6.0
4.0;3;21.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;353400.0;76.0;94400;1860;7.0;9.0
4.0;3;32.0;0;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;490000.0;83.0;94120;2033;6.0;6.0
4.0;3;31.0;1;1;1;1;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;444000.0;83.0;94240;2033;2.0;8.0
3.0;2;28.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;351000.0;64.0;94240;1568;2.0;8.0
5.0;4;32.0;1;1;1;1;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;525000.0;101.0;94240;2474;1.0;8.0
2.0;1;28.0;0;1;0;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;339000.0;48.0;94140;0;1.0;4.0
4.0;3;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;4.0;282000.0;84.0;94500;4400;4.0;8.0
2.0;1;22.0;1;1;1;0;0;1;1;1;0;1;0;1;5.0;2.0;1.0;258560.0;45.0;94500;0;1.0;5.0
3.0;2;38.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;322016.0;72.0;94430;0;2.0;4.0
2.0;1;-1.0;0;1;1;0;0;0;0;0;0;1;0;1;-1.0;2.0;3.0;181900.0;31.0;94430;1089;1.0;2.0
4.0;3;21.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;299000.0;76.0;94000;2280;1.0;5.0
3.0;2;27.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;290000.0;69.0;94000;2070;3.0;5.0
3.0;2;21.0;1;1;0;0;0;1;0;1;0;0;0;1;1.0;4.0;4.0;269000.0;71.0;94350;2233;4.0;4.0
4.0;3;-1.0;0;1;1;0;0;1;0;1;0;1;0;1;-1.0;2.0;1.0;499799.0;77.0;94200;0;13.0;16.0
3.0;21;-1.0;1;1;1;0;0;1;0;1;0;1;0;1;-1.0;2.0;1.0;426300.0;61.0;94200;0;10.0;16.0
2.0;1;-1.0;0;0;1;1;0;0;0;0;0;0;0;1;-1.0;-1.0;3.0;217100.0;34.0;94200;1280;1.0;5.0
3.0;2;18.0;1;1;1;1;0;1;0;0;0;0;0;0;5.0;-1.0;-1.0;265000.0;57.0;94800;3000;4.0;10.0
3.0;2;-1.0;0;1;0;0;0;1;1;1;0;1;0;1;5.0;5.0;5.0;179000.0;54.0;94500;3000;0.0;8.0
3.0;2;24.0;0;0;0;1;0;0;0;0;0;0;0;0;1.0;5.0;5.0;395000.0;58.0;94210;1952;2.0;3.0
1.0;1;32.9;1;1;1;0;0;0;1;1;0;0;0;0;-1.0;3.0;3.0;147000.0;32.9;94470;1930;3.0;3.0
3.0;2;-1.0;0;1;1;0;0;1;0;1;0;1;0;1;1.0;3.0;3.0;326700.0;61.3;94500;0;4.0;5.0
4.0;2;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;-1.0;5.0;4.0;195000.0;73.0;94600;0;3.0;4.0
2.0;1;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;5.0;2.0;222000.0;36.0;94200;0;2.0;3.0
3.0;2;32.0;1;1;1;0;0;1;0;1;0;1;0;1;3.0;2.0;1.0;317300.0;69.0;94000;0;1.0;5.0
3.0;2;24.0;0;1;1;0;0;1;0;1;0;1;0;1;3.0;2.0;1.0;375000.0;60.0;94000;0;5.0;5.0
5.0;4;35.4;0;1;1;0;0;1;0;1;0;1;0;1;1.0;1.0;1.0;429000.0;112.0;94470;0;2.0;2.0
1.0;1;22.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;3.0;1.0;112686.0;22.0;94800;0;2.0;1.0
3.0;2;-1.0;0;0;0;1;0;0;0;1;1;0;0;1;-1.0;5.0;5.0;606000.0;69.8;94160;0;1.0;4.0
3.0;2;16.0;0;0;0;0;0;1;0;1;0;1;0;0;-1.0;5.0;3.0;239000.0;56.8;94320;1656;0.0;4.0
1.0;1;32.0;0;0;0;1;0;0;0;1;0;0;0;1;-1.0;5.0;2.0;149000.0;32.0;94800;2073;1.0;-1.0
3.0;2;23.0;0;0;0;1;0;0;0;1;1;0;0;1;-1.0;5.0;5.0;573000.0;63.5;94160;0;3.0;4.0
4.0;3;49.8;1;1;0;0;0;1;0;1;0;1;0;1;5.0;1.0;1.0;930000.0;102.9;94210;0;3.0;3.0
5.0;4;23.0;1;1;1;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;459800.0;101.0;94400;2474;9.0;9.0
3.0;2;-1.0;1;1;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;1.0;530000.0;80.6;94100;2600;3.0;5.0
5.0;3;41.0;0;0;1;1;0;0;0;0;0;0;0;1;-1.0;5.0;5.0;440000.0;130.0;94430;6520;2.0;3.0
4.0;3;22.4;0;1;1;0;0;1;0;1;0;1;0;1;3.0;1.0;1.0;429000.0;83.0;94320;0;5.0;5.0
2.0;1;19.8;0;1;1;0;0;1;0;1;0;1;0;1;1.0;1.0;1.0;299000.0;46.4;94320;0;5.0;5.0
4.0;3;32.6;1;1;1;0;0;1;1;1;0;1;0;1;5.0;2.0;1.0;469898.0;89.9;94490;0;2.0;3.0
1.0;1;28.0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;4.0;1.0;99000.0;28.0;94150;227;1.0;1.0
4.0;2;-1.0;0;1;0;1;0;1;0;1;1;0;0;1;3.0;4.0;5.0;774000.0;82.0;94160;3084;4.0;6.0
2.0;1;19.0;1;1;1;0;0;1;0;1;0;1;0;1;3.0;2.0;1.0;275000.0;46.0;94350;0;3.0;4.0
4.0;3;26.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;328000.0;80.0;94500;0;1.0;5.0
4.0;3;26.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;339000.0;80.0;94500;0;4.0;5.0
3.0;2;33.0;1;1;1;0;0;1;1;1;0;1;0;1;3.0;2.0;1.0;322000.0;70.0;94500;0;5.0;5.0
4.0;3;-1.0;1;1;1;1;0;0;0;0;0;0;0;0;-1.0;3.0;4.0;299000.0;81.2;94420;2144;3.0;-1.0
2.0;1;-1.0;1;0;0;0;0;0;0;0;0;0;0;0;5.0;4.0;1.0;288000.0;49.0;94130;1461;3.0;6.0
3.0;1;-1.0;1;0;0;1;0;0;0;0;0;0;0;0;-1.0;5.0;5.0;297000.0;54.3;94100;0;4.0;4.0
3.0;2;-1.0;0;1;1;1;0;0;0;0;0;0;0;0;-1.0;4.0;3.0;220000.0;57.8;94140;3928;3.0;-1.0
2.0;1;-1.0;0;0;0;1;0;0;0;0;0;0;0;1;3.0;6.0;3.0;207000.0;31.4;94270;1072;0.0;2.0
3.0;2;10.0;1;1;1;0;0;1;0;1;0;1;0;1;3.0;5.0;3.0;190000.0;59.0;94260;2800;3.0;4.0
4.0;3;28.0;1;1;1;0;0;1;0;1;0;1;0;1;3.0;2.0;1.0;314800.0;82.0;94290;0;3.0;4.0
4.0;3;27.0;0;0;1;0;0;1;0;1;0;1;0;1;3.0;2.0;1.0;549000.0;82.0;94500;0;6.0;6.0
2.0;1;26.0;0;1;1;0;0;1;0;1;0;1;0;1;3.0;2.0;1.0;299000.0;45.0;94500;0;3.0;6.0
3.0;2;27.0;1;1;1;0;0;1;0;1;0;1;0;1;-1.0;2.0;1.0;319000.0;58.0;94500;0;3.0;6.0
2.0;1;35.0;0;0;1;0;0;1;0;0;0;0;0;1;3.0;6.0;3.0;446400.0;69.0;94300;1320;0.0;-1.0
5.0;1;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;3.0;3.0;3.0;735000.0;106.7;94170;2085;5.0;-1.0
4.0;3;-1.0;0;1;0;1;0;0;0;0;0;0;0;0;-1.0;3.0;4.0;799000.0;82.2;94220;496;3.0;9.0
4.0;3;-1.0;1;0;0;1;0;0;0;0;0;0;0;0;3.0;6.0;4.0;264000.0;73.0;94000;3000;4.0;4.0
