Prix;Arrondissement;Nombre de pieces;Nombre de chambres;Superficie;Superficie salon (m²);Etage;Nombre d'etages;Balcon;Ascenseur;Parking;Cave;Accessible_mobilité_réduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis à vis;Calme;Charge annuelles;Exposition;DPE;GES
299 000 €;Créteil (94000);4.0;2;80 m²;30.0;2;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 680 €/an;;E;E
475 000 €;Bry-sur-Marne (94360);3.0;2;82 m²;;3;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;2 068 €/an;Est;E;E
380 000 €;Chennevières-sur-Marne (94430);4.0;3;85,6 m²;;2ème;;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;4 798 €/an;Ouest;E;E
275 000 €;Rungis (94150);4.0;3;73 m²;;1;5.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;2 640 €/an;;D;A
530 000 €;Saint-Maur-des-Fossés (94210);3.0;1;90,8 m²;;2;3.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;6 000 €/an;;E;E
199 000 €;Fresnes (94260);5.0;3;75,8 m²;;4;1.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 200 €/an;;D;C
399 000 €;Paris 7ème (75007);1.0;1;27 m²;22.3;1;4.0;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;2 558 €/an;Sud;G;C
339 000 €;L'Haÿ-les-Roses (94240);4.0;2;87,6 m²;;4;1.0;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;3 900 €/an;Sud-ouest;F;E
160 000 €;Choisy-le-Roi (94600);2.0;1;42 m²;16.0;2;4.0;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;1 476 €/an;;E;E
187 000 €;Chennevières-sur-Marne (94430);3.0;1;38,8 m²;12.0;1;2.0;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;750 €/an;Sud;E;B
215 000 €;Fresnes (94260);4.0;3;70 m²;24.0;2ème;;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;;Sud-ouest;C;B
266 900 €;Choisy-le-Roi (94600);3.0;2;75 m²;;1er;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
399 500 €;Cachan (94230);4.0;3;69 m²;;2;2.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;600 €/an;;A;A
254 500 €;Noiseau (94880);3.0;2;64 m²;;3ème;;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;;C;C
574 000 €;Fontenay sous Bois (94120);5.0;4;117 m²;;4;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;5 472 €/an;;E;E
245 000 €;Fresnes (94260);5.0;4;78 m²;24.0;7;10.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;;Sud-ouest;D;C
295 000 €;Fontenay sous Bois (94120);3.0;2;50 m²;;4;4.0;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 200 €/an;;F;F
169 000 €;Alfortville (94140);1.0;1;23 m²;;4;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;1 400 €/an;;D;D
329 900 €;Saint-Maur-des-Fosses (94210);3.0;2;67 m²;;4;4.0;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;1 922 €/an;;D;D
99 000 €;Paris 16ème (75016);1.0;1;8 m²;;5;6.0;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;;;
290 000 €;Chennevières-sur-Marne (94430);3.0;2;66 m²;20.0;RDC/3;;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;2 080 €/an;;D;D
192 000 €;Le Plessis-Trévise (94420);4.0;2;76 m²;;RDC/4;;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;3 052 €/an;;E;E
429 000 €;Maisons Alfort (94700);3.0;2;60 m²;18.0;RDC;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
439 000 €;Fontenay sous Bois (94120);4.0;3;73 m²;;5ème;;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;4 400 €/an;;D;D
490 000 €;Saint-Maur-des-Fossés (94210);6.0;5;128,4 m²;;RDC;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;5 738 €/an;;D;D
390 000 €;Saint-Maur-des-Fossés (94210);4.0;2;89 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;4 990 €/an;;E;E
194 000 €;Sucy-en-Brie (94370);2.0;1;41,6 m²;;3ème;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 680 €/an;;B;A
595 000 €;Maisons Alfort (94700);3.0;2;79 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Sud;;
329 000 €;Fontenay sous Bois (94120);3.0;2;52 m²;30.0;4;5.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;2 200 €/an;;E;E
325 000 €;Paris 12ème (75012);2.0;1;35 m²;;1;5.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 092 €/an;Sud;F;C
330 000 €;La Varenne Saint Hilaire (94210);1.0;1;44,5 m²;;;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;D;D
900 000 €;Saint-Maur-des-Fossés (94210);4.0;3;118 m²;;;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;4 836 €/an;;C;C
283 000 €;Créteil (94000);3.0;2;62 m²;17.0;;;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;;C;C
85 000 €;Fontenay-sous-Bois (94120);1.0;1;13,3 m²;;RDC/2;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 116 €/an;;D;B
149 000 €;Saint-Maur-des-Fossés (94100);1.0;1;29 m²;;3;4.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 732 €/an;;F;F
469 000 €;Saint-Maur-des-Fossés (94210);3.0;2;82 m²;;;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;2 683 €/an;;C;A
329 000 €;Saint-Maur-des-Fossés (94100);3.0;2;66,6 m²;;;;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 880 €/an;;D;D
1 031 000 €;Saint-Maur-des-Fossés (94210);5.0;4;124,8 m²;;4;4.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;236 €/an;Sud-ouest;A;A
273 000 €;Bry-sur-Marne (94360);3.0;2;58 m²;;RDC;;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 120 €/an;;E;D
185 000 €;Créteil (94000);1.0;1;31 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Ouest;D;C
279 000 €;Maisons-Alfort (94700);2.0;1;39,3 m²;;RDC/2;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 080 €/an;;D;C
235 000 €;Créteil (94000);3.0;2;62 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Sud-ouest;D;D
700 000 €;Le Perreux-sur-Marne (94170);6.0;4;120 m²;;2;4.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;;Ouest;D;B
210 000 €;Villejuif (94800);3.0;2;56,1 m²;22.2;1;3.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;;E;B
179 000 €;Choisy-le-Roi (94600);2.0;1;41,4 m²;17.0;4;5.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 000 €/an;;E;B
480 000 €;Nogent sur Marne (94130);4.0;3;81 m²;26.0;2;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;3 000 €/an;Sud;D;A
599 000 €;Saint-Maur-des-Fossés (94210);5.0;4;143 m²;;2;2.0;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;1 296 €/an;;C;C
275 000 €;Thiais (94320);2.0;1;65 m²;;2;3.0;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 800 €/an;;D;B
840 000 €;Saint-Maur-des-Fossés (94210);5.0;3;99 m²;40.0;5;5.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;6 033 €/an;Sud;D;B
995 000 €;Charenton-le-Pont (94220);5.0;4;115,1 m²;22.0;4;6.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;4 800 €/an;;C;A
620 000 €;Saint-Maur-des-Fossés (94210);5.0;3;100,1 m²;43.0;2;3.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;;Sud-ouest;E;E
195 000 €;Le Perreux sur Marne (94170);2.0;1;31 m²;12.0;1er;;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;1 098 €/an;;D;A
459 500 €;Alfortville (94140);4.0;3;80 m²;21.0;3;6.0;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;1 350 €/an;Ouest;C;A
749 000 €;Nogent sur Marne (94130);5.0;3;138 m²;27.0;3;3.0;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 400 €/an;;D;B
169 000 €;Alfortville (94140);1.0;1;23 m²;14.0;4;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;1 400 €/an;Sud;D;D
248 000 €;L Hay les Roses (94240);3.0;2;60 m²;17.0;1;3.0;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;2 796 €/an;Est;D;D
218 400 €;L'Haÿ-les-Roses (94240);2.0;1;51 m²;;3;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;;Sud-ouest;D;A
420 000 €;La Varenne Saint Hilaire (94210);3.0;2;76,2 m²;20.0;2;4.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 071 €/an;Sud;D;D
325 000 €;Vincennes (94300);2.0;1;35 m²;20.0;1;5.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 092 €/an;Sud;F;C
254 900 €;Santeny (94440);3.0;2;64 m²;;2;2.0;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 152 €/an;;D;B
397 000 €;Saint-Maur-des-Fossés (94210);2.0;1;49 m²;20.0;2;3.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;2 000 €/an;Sud;C;A
126 000 €;Le Kremlin-Bicêtre (94270);1.0;1;39 m²;;5;7.0;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;2 236 €/an;;;
279 000 €;Gentilly (94250);3.0;2;43 m²;;1;3.0;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;1 028 €/an;;F;C
388 000 €;Alfortville (94140);4.0;2;73 m²;19.0;2;2.0;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 720 €/an;Sud;D;D
450 000 €;Nogent sur Marne (94130);4.0;3;68 m²;;4;5.0;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;4 056 €/an;;E;E
183 000 €;Fresnes (94260);2.0;1;49 m²;20.3;2;2.0;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;1 343 €/an;Sud;E;B
209 900 €;Villiers sur Marne (94350);3.0;2;60 m²;;2;3.0;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;2 713 €/an;Ouest;;
210 000 €;Ivry-sur-Seine (94200);3.0;2;45 m²;;1;4.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;;D;D
669 000 €;Saint-Mande (94160);3.0;2;71 m²;;2;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 000 €/an;Nord-ouest;E;B
388 000 €;Fontenay-sous-Bois (94120);4.0;3;94 m²;;1;2.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Est;D;D
499 000 €;Saint-Maur-des-Fossés (94210);3.0;2;85 m²;;1;3.0;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Sud-ouest;;
339 000 €;Alfortville (94140);3.0;2;69 m²;;3;6.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Ouest;C;A
512 000 €;Ivry-sur-Seine (94200);4.0;3;93 m²;;2;3.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;4 140 €/an;Ouest;D;C
449 000 €;Créteil (94000);6.0;4;112 m²;41.0;2;3.0;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;6 504 €/an;;F;F
698 000 €;Charenton le Pont (94220);3.0;2;84 m²;30.0;5;5.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;2 676 €/an;;D;D
299 900 €;Villiers-sur-Marne (94350);3.0;2;69 m²;;2ème;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;A;C
181 900 €;Gentilly (94250);2.0;1;24 m²;;1;2.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;550 €/an;Ouest;E;B
275 000 €;Thiais (94320);3.0;1;60 m²;;2;3.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;D;B
646 000 €;Charenton le Pont (94220);3.0;2;76 m²;;7;8.0;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;;
415 000 €;Saint-Maur-des-Fossés (94100);2.0;1;56 m²;;1;5.0;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;;Sud-est;D;D
265 000 €;Orly (94310);3.0;2;63 m²;;RDC/1;;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;;;D;D
599 000 €;Le Perreux sur Marne (94170);4.0;3;98 m²;;;;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;2 340 €/an;;D;B
399 000 €;Le Perreux sur Marne (94170);3.0;2;56 m²;21.0;;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 448 €/an;;C;C
170 000 €;Le Perreux sur Marne (94170);1.0;1;35 m²;;RDC/3;;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;2 200 €/an;Ouest;E;E
550 000 €;Saint Maur des Fosses (94100);5.0;3;80 m²;32.0;RDC/1;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;2 800 €/an;Nord-est;D;B
158 000 €;Ivry-sur-Seine (94200);2.0;1;33,1 m²;;RDC;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 022,60 €/an;;E;E
990 000 €;Nogent-sur-Marne (94130);6.0;4;142 m²;50.0;;;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;;
139 000 €;Villeneuve-le-Roi (94290);3.0;2;44 m²;;RDC/1;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;F;C
373 000 €;Charenton-le-Pont (94220);3.0;2;45 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;E;E
265 000 €;Boissy-Saint-Léger (94470);4.0;3;96 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;C;C
569 000 €;Saint-Maur-des-Fossés (94100);4.0;3;87,4 m²;28.0;1;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;;Sud-ouest;C;C
365 000 €;Saint-Maur-des-Fossés (94100);4.0;3;67,6 m²;28.0;1;3.0;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;3 240 €/an;Sud-est;D;D
369 000 €;Saint-Maur-des-Fossés (94100);3.0;1;77 m²;;3;5.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;5 500 €/an;Est;D;D
407 000 €;St Maur des Fosses (94210);3.0;2;64 m²;18.1;6;6.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;3 702 €/an;Ouest;E;E
267 500 €;Fontenay-sous-Bois (94120);1.0;1;34,4 m²;19.0;4;4.0;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;1 920 €/an;Sud;D;D
155 000 €;Ivry-sur-Seine (94200);1.0;1;27 m²;;3;3.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;400 €/an;Est;F;C
199 000 €;Ivry-sur-Seine (94200);2.0;1;33,3 m²;;3;3.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;500 €/an;Sud;E;F
169 000 €;Champigny-sur-Marne (94500);4.0;2;69,1 m²;26.3;3ème;;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;;;E;E
530 000 €;Saint-Maur-des-Fossés (94100);4.0;3;96 m²;32.0;3;4.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;7 100 €/an;Sud-ouest;D;D
289 000 €;Fontenay-sous-Bois (94120);4.0;3;80 m²;;16;18.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;;;D;D
448 000 €;Paris 15ème (75015);3.0;1;56 m²;;3;6.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 592 €/an;;E;B
210 000 €;Villejuif (94800);1.0;1;37 m²;;1;6.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;2 100 €/an;;F;F
270 000 €;Ivry-sur-Seine (94200);3.0;2;46 m²;;1;5.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 600 €/an;;E;B
438 000 €;Joinville le Pont (94340);3.0;2;65 m²;27.0;2;3.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;;;A;A
319 000 €;Vitry sur Seine (94400);4.0;3;78 m²;;2;8.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;2 055 €/an;;C;C
383 000 €;Cachan (94230);3.0;2;72 m²;39.0;1;5.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 370 €/an;;D;D
299 000 €;Cachan (94230);2.0;1;60 m²;;3ème;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 349 €/an;;C;C
388 500 €;Le Kremlin Bicetre (94270);2.0;1;57 m²;20.0;2;6.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 150 €/an;;D;B
239 000 €;Villiers sur Marne (94350);3.0;2;48,8 m²;18.1;1er;;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;1 €/an;Sud;E;B
249 000 €;Le Kremlin Bicetre (94270);1.0;1;32 m²;20.0;2;5.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;908 €/an;Sud;D;D
398 240 €;Le Kremlin Bicetre (94270);3.0;2;77 m²;21.0;9;10.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;4 464 €/an;;E;E
199 000 €;Le Kremlin Bicetre (94270);1.0;1;22 m²;19.0;4;4.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;1 552 €/an;Ouest;C;C
210 000 €;Le Kremlin Bicetre (94270);2.0;1;34 m²;12.0;4;6.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 080 €/an;;F;C
230 000 €;Arcueil (94110);2.0;1;63 m²;;3;3.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;1 384 €/an;;F;C
749 000 €;Nogent sur Marne (94130);4.0;3;97 m²;;4;6.0;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;;Sud;C;C
483 000 €;Villejuif (94800);4.0;3;85 m²;;4;6.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;2 616 €/an;;B;A
599 000 €;Le Kremlin Bicetre (94270);4.0;3;90 m²;29.0;6;7.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;5 592 €/an;Est;C;C
289 000 €;Villejuif (94800);3.0;2;61 m²;;3;5.0;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;2 992 €/an;Sud;E;E
389 000 €;Villejuif (94800);3.0;2;56 m²;;4;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 192 €/an;Ouest;C;C
423 000 €;Charenton-le-Pont (94220);2.0;1;58 m²;;6;6.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 100 €/an;Ouest;F;F
265 000 €;Ivry sur Seine (94200);3.0;2;52 m²;;2;8.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;2 268 €/an;;E;E
275 000 €;Arcueil (94110);3.0;2;64 m²;;5;6.0;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;3 280 €/an;;E;B
570 000 €;Saint-Maur-des-Fossés (94100);6.0;3;108 m²;32.0;RDC/4;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;Sud;E;E
230 000 €;Saint-Maur-des-Fossés (94100);2.0;1;40 m²;10.0;RDC;;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;;E;E
122 000 €;Villejuif (94800);1.0;1;22 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;400 €/an;;F;C
370 000 €;Joinville-le-Pont (94340);2.0;1;46 m²;;RDC/3;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
250 000 €;Champigny-sur-Marne (94500);3.0;2;59 m²;;RDC;;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;1 956 €/an;;C;C
212 000 €;Limeil-Brévannes (94450);3.0;2;58,1 m²;19.6;RDC/3;;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;;Sud;C;C
199 000 €;L Hay les Roses (94240);2.0;1;56 m²;15.0;;;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;2 478 €/an;Sud;E;E
449 000 €;Le Kremlin Bicetre (94270);4.0;3;89 m²;23.0;;;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;4 853 €/an;Ouest;C;C
367 500 €;Villejuif (94800);3.0;2;61 m²;;;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 360 €/an;;C;B
367 500 €;Vitry sur Seine (94400);3.0;2;61 m²;;;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 360 €/an;;C;B
630 000 €;Le Kremlin Bicetre (94270);4.0;3;84 m²;31.0;;;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;3 885 €/an;Est;C;C
242 000 €;Le Kremlin Bicetre (94270);2.0;1;39 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;980 €/an;;E;B
490 000 €;Saint-Maurice (94410);3.0;2;74,4 m²;;;;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;1 800 €/an;Ouest;C;A
396 000 €;Cachan (94230);3.0;2;58 m²;;RDC/6;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 360 €/an;;C;B
240 000 €;Choisy le Roi (94600);3.0;2;61,3 m²;;2;4.0;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 680 €/an;;C;A
363 900 €;Charenton-le-Pont (94220);3.0;2;51 m²;;1er;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 500 €/an;;E;E
157 000 €;Vitry-sur-Seine (94400);2.0;1;33 m²;;2;5.0;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;;Sud;;
279 000 €;Le Plessis-Trévise (94420);4.0;2;74 m²;27.0;1;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;;Nord;B;A
299 000 €;Le Plessis-Trévise (94420);4.0;3;82 m²;23.8;4;5.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 000 €/an;Sud-ouest;C;A
235 000 €;Créteil (94000);3.0;2;68 m²;21.5;3;5.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Est;C;B
269 000 €;Saint-Maur-des-Fossés (94100);3.0;2;49 m²;20.0;3;3.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;1 824 €/an;Sud-ouest;D;A
644 000 €;Villejuif (94800);4.0;3;100 m²;;5;5.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;;;
334 000 €;Creteil (94000);3.0;2;68 m²;;2;3.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;3 061 €/an;;B;A
381 000 €;Joinville le Pont (94340);4.0;3;65 m²;15.0;1;4.0;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;2 920 €/an;Sud;D;D
479 000 €;Fontenay-sous-Bois (94120);3.0;2;73 m²;25.0;1;5.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;3 508 €/an;Sud-ouest;E;E
296 400 €;Fontenay-sous-Bois (94120);2.0;1;41 m²;;3;4.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 850 €/an;Sud-ouest;D;B
249 000 €;Champigny-sur-Marne (94500);4.0;2;68 m²;10.0;1;4.0;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;3 684 €/an;;D;D
380 000 €;Fontenay-sous-Bois (94120);5.0;4;89 m²;;3;3.0;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;4 232 €/an;Sud;E;D
475 000 €;Maisons-Alfort (94700);3.0;2;60 m²;;1er;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;1 000 €/an;Sud-ouest;D;B
1 100 000 €;Saint Maurice (94410);6.0;5;125 m²;;3;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 192 €/an;Est;C;A
